Date,RATE A,RATE B,RATE C,Load
02/01/2024 21.15,1542.0,0.0,0.0,1542.0
02/01/2024 21.30,1524.0,0.0,0.0,1524.0
02/01/2024 21.45,1458.0,0.0,0.0,1458.0
02/01/2024 22.00,0.0,1356.0,0.0,1356.0
02/01/2024 22.15,0.0,1488.0,0.0,1488.0
02/01/2024 22.30,0.0,1608.0,0.0,1608.0
02/01/2024 22.45,0.0,1560.0,0.0,1560.0
02/01/2024 23.00,0.0,1656.0,0.0,1656.0
02/01/2024 23.15,0.0,1734.0,0.0,1734.0
02/01/2024 23.30,0.0,1746.0,0.0,1746.0
02/01/2024 23.45,0.0,1680.0,0.0,1680.0
03/01/2024 00.00,0.0,1578.0,0.0,1578.0
03/01/2024 00.15,0.0,1548.0,0.0,1548.0
03/01/2024 00.30,0.0,1194.0,0.0,1194.0
03/01/2024 00.45,0.0,1164.0,0.0,1164.0
03/01/2024 01.00,0.0,1320.0,0.0,1320.0
03/01/2024 01.15,0.0,1452.0,0.0,1452.0
03/01/2024 01.30,0.0,1266.0,0.0,1266.0
03/01/2024 01.45,0.0,1152.0,0.0,1152.0
03/01/2024 02.00,0.0,1140.0,0.0,1140.0
03/01/2024 02.15,0.0,1224.0,0.0,1224.0
03/01/2024 02.30,0.0,1470.0,0.0,1470.0
03/01/2024 02.45,0.0,1608.0,0.0,1608.0
03/01/2024 03.00,0.0,1242.0,0.0,1242.0
03/01/2024 03.15,0.0,1104.0,0.0,1104.0
03/01/2024 03.30,0.0,1086.0,0.0,1086.0
03/01/2024 03.45,0.0,1266.0,0.0,1266.0
03/01/2024 04.00,0.0,1284.0,0.0,1284.0
03/01/2024 04.15,0.0,1368.0,0.0,1368.0
03/01/2024 04.30,0.0,1416.0,0.0,1416.0
03/01/2024 04.45,0.0,1476.0,0.0,1476.0
03/01/2024 05.00,0.0,1548.0,0.0,1548.0
03/01/2024 05.15,0.0,1374.0,0.0,1374.0
03/01/2024 05.30,0.0,1608.0,0.0,1608.0
03/01/2024 05.45,0.0,1596.0,0.0,1596.0
03/01/2024 06.00,0.0,1458.0,0.0,1458.0
03/01/2024 06.15,0.0,1632.0,0.0,1632.0
03/01/2024 06.30,0.0,1638.0,0.0,1638.0
03/01/2024 06.45,0.0,1146.0,0.0,1146.0
03/01/2024 07.00,0.0,1116.0,0.0,1116.0
03/01/2024 07.15,0.0,780.0,0.0,780.0
03/01/2024 07.30,0.0,306.0,0.0,306.0
03/01/2024 07.45,0.0,180.0,0.0,180.0
03/01/2024 08.00,0.0,186.0,0.0,186.0
03/01/2024 08.15,0.0,90.0,0.0,90.0
03/01/2024 08.30,0.0,48.0,0.0,48.0
03/01/2024 08.45,0.0,24.0,0.0,24.0
03/01/2024 09.00,6.0,0.0,0.0,6.0
03/01/2024 09.15,12.0,0.0,0.0,12.0
03/01/2024 09.30,78.0,0.0,0.0,78.0
03/01/2024 09.45,948.0,0.0,0.0,948.0
03/01/2024 10.00,1152.0,0.0,0.0,1152.0
03/01/2024 10.15,1122.0,0.0,0.0,1122.0
03/01/2024 10.30,1116.0,0.0,0.0,1116.0
03/01/2024 10.45,696.0,0.0,0.0,696.0
03/01/2024 11.00,576.0,0.0,0.0,576.0
03/01/2024 11.15,1200.0,0.0,0.0,1200.0
03/01/2024 11.30,1212.0,0.0,0.0,1212.0
03/01/2024 11.45,1146.0,0.0,0.0,1146.0
03/01/2024 12.00,1038.0,0.0,0.0,1038.0
03/01/2024 12.15,1020.0,0.0,0.0,1020.0
03/01/2024 12.30,810.0,0.0,0.0,810.0
03/01/2024 12.45,744.0,0.0,0.0,744.0
03/01/2024 13.00,918.0,0.0,0.0,918.0
03/01/2024 13.15,1320.0,0.0,0.0,1320.0
03/01/2024 13.30,1266.0,0.0,0.0,1266.0
03/01/2024 13.45,1272.0,0.0,0.0,1272.0
03/01/2024 14.00,1146.0,0.0,0.0,1146.0
03/01/2024 14.15,822.0,0.0,0.0,822.0
03/01/2024 14.30,864.0,0.0,0.0,864.0
03/01/2024 14.45,828.0,0.0,0.0,828.0
03/01/2024 15.00,1026.0,0.0,0.0,1026.0
03/01/2024 15.15,864.0,0.0,0.0,864.0
03/01/2024 15.30,780.0,0.0,0.0,780.0
03/01/2024 15.45,816.0,0.0,0.0,816.0
03/01/2024 16.00,906.0,0.0,0.0,906.0
03/01/2024 16.15,1038.0,0.0,0.0,1038.0
03/01/2024 16.30,1728.0,0.0,0.0,1728.0
03/01/2024 16.45,1740.0,0.0,0.0,1740.0
03/01/2024 17.00,1746.0,0.0,0.0,1746.0
03/01/2024 17.15,1860.0,0.0,0.0,1860.0
03/01/2024 17.30,1896.0,0.0,0.0,1896.0
03/01/2024 17.45,1878.0,0.0,0.0,1878.0
03/01/2024 18.00,1854.0,0.0,0.0,1854.0
03/01/2024 18.15,1926.0,0.0,0.0,1926.0
03/01/2024 18.30,1944.0,0.0,0.0,1944.0
03/01/2024 18.45,1890.0,0.0,0.0,1890.0
03/01/2024 19.00,1542.0,0.0,0.0,1542.0
03/01/2024 19.15,1650.0,0.0,0.0,1650.0
03/01/2024 19.30,1908.0,0.0,0.0,1908.0
03/01/2024 19.45,1764.0,0.0,0.0,1764.0
03/01/2024 20.00,1236.0,0.0,0.0,1236.0
03/01/2024 20.15,1476.0,0.0,0.0,1476.0
03/01/2024 20.30,1464.0,0.0,0.0,1464.0
03/01/2024 20.45,1518.0,0.0,0.0,1518.0
03/01/2024 21.00,1536.0,0.0,0.0,1536.0
03/01/2024 21.15,1530.0,0.0,0.0,1530.0
03/01/2024 21.30,1512.0,0.0,0.0,1512.0
03/01/2024 21.45,1620.0,0.0,0.0,1620.0
03/01/2024 22.00,0.0,1836.0,0.0,1836.0
03/01/2024 22.15,0.0,1896.0,0.0,1896.0
03/01/2024 22.30,0.0,1710.0,0.0,1710.0
03/01/2024 22.45,0.0,1860.0,0.0,1860.0
03/01/2024 23.00,0.0,1692.0,0.0,1692.0
03/01/2024 23.15,0.0,1932.0,0.0,1932.0
03/01/2024 23.30,0.0,1860.0,0.0,1860.0
03/01/2024 23.45,0.0,1716.0,0.0,1716.0
04/01/2024 00.00,0.0,1536.0,0.0,1536.0
04/01/2024 00.15,0.0,1530.0,0.0,1530.0
04/01/2024 00.30,0.0,1404.0,0.0,1404.0
04/01/2024 00.45,0.0,1608.0,0.0,1608.0
04/01/2024 01.00,0.0,1608.0,0.0,1608.0
04/01/2024 01.15,0.0,1380.0,0.0,1380.0
04/01/2024 01.30,0.0,1698.0,0.0,1698.0
04/01/2024 01.45,0.0,1920.0,0.0,1920.0
04/01/2024 02.00,0.0,1866.0,0.0,1866.0
04/01/2024 02.15,0.0,1764.0,0.0,1764.0
04/01/2024 02.30,0.0,1734.0,0.0,1734.0
04/01/2024 02.45,0.0,1764.0,0.0,1764.0
04/01/2024 03.00,0.0,1806.0,0.0,1806.0
04/01/2024 03.15,0.0,1926.0,0.0,1926.0
04/01/2024 03.30,0.0,1836.0,0.0,1836.0
04/01/2024 03.45,0.0,1818.0,0.0,1818.0
04/01/2024 04.00,0.0,1746.0,0.0,1746.0
04/01/2024 04.15,0.0,1908.0,0.0,1908.0
04/01/2024 04.30,0.0,1818.0,0.0,1818.0
04/01/2024 04.45,0.0,1896.0,0.0,1896.0
04/01/2024 05.00,0.0,1674.0,0.0,1674.0
04/01/2024 05.15,0.0,1608.0,0.0,1608.0
04/01/2024 05.30,0.0,1506.0,0.0,1506.0
04/01/2024 05.45,0.0,1692.0,0.0,1692.0
04/01/2024 06.00,0.0,1812.0,0.0,1812.0
04/01/2024 06.15,0.0,1812.0,0.0,1812.0
04/01/2024 06.30,0.0,1836.0,0.0,1836.0
04/01/2024 06.45,0.0,1680.0,0.0,1680.0
04/01/2024 07.00,0.0,1560.0,0.0,1560.0
04/01/2024 07.15,0.0,1344.0,0.0,1344.0
04/01/2024 07.30,0.0,1440.0,0.0,1440.0
04/01/2024 07.45,0.0,1440.0,0.0,1440.0
04/01/2024 08.00,0.0,1326.0,0.0,1326.0
04/01/2024 08.15,0.0,1320.0,0.0,1320.0
04/01/2024 08.30,0.0,1356.0,0.0,1356.0
04/01/2024 08.45,0.0,1314.0,0.0,1314.0
04/01/2024 09.00,1632.0,0.0,0.0,1632.0
04/01/2024 09.15,1356.0,0.0,0.0,1356.0
04/01/2024 09.30,1164.0,0.0,0.0,1164.0
04/01/2024 09.45,1044.0,0.0,0.0,1044.0
04/01/2024 10.00,984.0,0.0,0.0,984.0
04/01/2024 10.15,978.0,0.0,0.0,978.0
04/01/2024 10.30,936.0,0.0,0.0,936.0
04/01/2024 10.45,906.0,0.0,0.0,906.0
04/01/2024 11.00,1092.0,0.0,0.0,1092.0
04/01/2024 11.15,1140.0,0.0,0.0,1140.0
04/01/2024 11.30,966.0,0.0,0.0,966.0
04/01/2024 11.45,588.0,0.0,0.0,588.0
04/01/2024 12.00,834.0,0.0,0.0,834.0
04/01/2024 12.15,1032.0,0.0,0.0,1032.0
04/01/2024 12.30,948.0,0.0,0.0,948.0
04/01/2024 12.45,1002.0,0.0,0.0,1002.0
04/01/2024 13.00,804.0,0.0,0.0,804.0
04/01/2024 13.15,978.0,0.0,0.0,978.0
04/01/2024 13.30,828.0,0.0,0.0,828.0
04/01/2024 13.45,840.0,0.0,0.0,840.0
04/01/2024 14.00,1218.0,0.0,0.0,1218.0
04/01/2024 14.15,744.0,0.0,0.0,744.0
04/01/2024 14.30,1248.0,0.0,0.0,1248.0
04/01/2024 14.45,1002.0,0.0,0.0,1002.0
04/01/2024 15.00,498.0,0.0,0.0,498.0
04/01/2024 15.15,552.0,0.0,0.0,552.0
04/01/2024 15.30,1014.0,0.0,0.0,1014.0
04/01/2024 15.45,972.0,0.0,0.0,972.0
04/01/2024 16.00,894.0,0.0,0.0,894.0
04/01/2024 16.15,1098.0,0.0,0.0,1098.0
04/01/2024 16.30,1170.0,0.0,0.0,1170.0
04/01/2024 16.45,1440.0,0.0,0.0,1440.0
04/01/2024 17.00,1686.0,0.0,0.0,1686.0
04/01/2024 17.15,1746.0,0.0,0.0,1746.0
04/01/2024 17.30,1944.0,0.0,0.0,1944.0
04/01/2024 17.45,2100.0,0.0,0.0,2100.0
04/01/2024 18.00,1836.0,0.0,0.0,1836.0
04/01/2024 18.15,2034.0,0.0,0.0,2034.0
04/01/2024 18.30,1920.0,0.0,0.0,1920.0
04/01/2024 18.45,1872.0,0.0,0.0,1872.0
04/01/2024 19.00,1776.0,0.0,0.0,1776.0
04/01/2024 19.15,1704.0,0.0,0.0,1704.0
04/01/2024 19.30,1818.0,0.0,0.0,1818.0
04/01/2024 19.45,1614.0,0.0,0.0,1614.0
04/01/2024 20.00,1590.0,0.0,0.0,1590.0
04/01/2024 20.15,1632.0,0.0,0.0,1632.0
04/01/2024 20.30,1578.0,0.0,0.0,1578.0
04/01/2024 20.45,1536.0,0.0,0.0,1536.0
04/01/2024 21.00,1782.0,0.0,0.0,1782.0
04/01/2024 21.15,1764.0,0.0,0.0,1764.0
04/01/2024 21.30,1836.0,0.0,0.0,1836.0
04/01/2024 21.45,1896.0,0.0,0.0,1896.0
04/01/2024 22.00,0.0,1896.0,0.0,1896.0
04/01/2024 22.15,0.0,1752.0,0.0,1752.0
04/01/2024 22.30,0.0,1848.0,0.0,1848.0
04/01/2024 22.45,0.0,1806.0,0.0,1806.0
04/01/2024 23.00,0.0,1986.0,0.0,1986.0
04/01/2024 23.15,0.0,1920.0,0.0,1920.0
04/01/2024 23.30,0.0,1926.0,0.0,1926.0
04/01/2024 23.45,0.0,1890.0,0.0,1890.0
05/01/2024 00.00,0.0,1914.0,0.0,1914.0
05/01/2024 00.15,0.0,1962.0,0.0,1962.0
05/01/2024 00.30,0.0,1950.0,0.0,1950.0
05/01/2024 00.45,0.0,1938.0,0.0,1938.0
05/01/2024 01.00,0.0,1908.0,0.0,1908.0
05/01/2024 01.15,0.0,1806.0,0.0,1806.0
05/01/2024 01.30,0.0,1710.0,0.0,1710.0
05/01/2024 01.45,0.0,1788.0,0.0,1788.0
05/01/2024 02.00,0.0,1788.0,0.0,1788.0
05/01/2024 02.15,0.0,1764.0,0.0,1764.0
05/01/2024 02.30,0.0,1866.0,0.0,1866.0
05/01/2024 02.45,0.0,1896.0,0.0,1896.0
05/01/2024 03.00,0.0,1938.0,0.0,1938.0
05/01/2024 03.15,0.0,1806.0,0.0,1806.0
05/01/2024 03.30,0.0,1884.0,0.0,1884.0
05/01/2024 03.45,0.0,1770.0,0.0,1770.0
05/01/2024 04.00,0.0,1488.0,0.0,1488.0
05/01/2024 04.15,0.0,1878.0,0.0,1878.0
05/01/2024 04.30,0.0,1686.0,0.0,1686.0
05/01/2024 04.45,0.0,1794.0,0.0,1794.0
05/01/2024 05.00,0.0,1836.0,0.0,1836.0
05/01/2024 05.15,0.0,1740.0,0.0,1740.0
05/01/2024 05.30,0.0,1794.0,0.0,1794.0
05/01/2024 05.45,0.0,1848.0,0.0,1848.0
05/01/2024 06.00,0.0,1608.0,0.0,1608.0
05/01/2024 06.15,0.0,1674.0,0.0,1674.0
05/01/2024 06.30,0.0,1650.0,0.0,1650.0
05/01/2024 06.45,0.0,1686.0,0.0,1686.0
05/01/2024 07.00,0.0,1458.0,0.0,1458.0
05/01/2024 07.15,0.0,1614.0,0.0,1614.0
05/01/2024 07.30,0.0,1662.0,0.0,1662.0
05/01/2024 07.45,0.0,1632.0,0.0,1632.0
05/01/2024 08.00,0.0,1398.0,0.0,1398.0
05/01/2024 08.15,0.0,1128.0,0.0,1128.0
05/01/2024 08.30,0.0,1368.0,0.0,1368.0
05/01/2024 08.45,0.0,1380.0,0.0,1380.0
05/01/2024 09.00,1338.0,0.0,0.0,1338.0
05/01/2024 09.15,1146.0,0.0,0.0,1146.0
05/01/2024 09.30,900.0,0.0,0.0,900.0
05/01/2024 09.45,1080.0,0.0,0.0,1080.0
05/01/2024 10.00,1200.0,0.0,0.0,1200.0
05/01/2024 10.15,1320.0,0.0,0.0,1320.0
05/01/2024 10.30,1266.0,0.0,0.0,1266.0
05/01/2024 10.45,984.0,0.0,0.0,984.0
05/01/2024 11.00,744.0,0.0,0.0,744.0
05/01/2024 11.15,570.0,0.0,0.0,570.0
05/01/2024 11.30,582.0,0.0,0.0,582.0
05/01/2024 11.45,912.0,0.0,0.0,912.0
05/01/2024 12.00,960.0,0.0,0.0,960.0
05/01/2024 12.15,1122.0,0.0,0.0,1122.0
05/01/2024 12.30,990.0,0.0,0.0,990.0
05/01/2024 12.45,726.0,0.0,0.0,726.0
05/01/2024 13.00,840.0,0.0,0.0,840.0
05/01/2024 13.15,1248.0,0.0,0.0,1248.0
05/01/2024 13.30,1200.0,0.0,0.0,1200.0
05/01/2024 13.45,1176.0,0.0,0.0,1176.0
05/01/2024 14.00,1188.0,0.0,0.0,1188.0
05/01/2024 14.15,1164.0,0.0,0.0,1164.0
05/01/2024 14.30,1278.0,0.0,0.0,1278.0
05/01/2024 14.45,1056.0,0.0,0.0,1056.0
05/01/2024 15.00,1152.0,0.0,0.0,1152.0
05/01/2024 15.15,1350.0,0.0,0.0,1350.0
05/01/2024 15.30,1206.0,0.0,0.0,1206.0
05/01/2024 15.45,1650.0,0.0,0.0,1650.0
05/01/2024 16.00,1362.0,0.0,0.0,1362.0
05/01/2024 16.15,1332.0,0.0,0.0,1332.0
05/01/2024 16.30,1656.0,0.0,0.0,1656.0
05/01/2024 16.45,1818.0,0.0,0.0,1818.0
05/01/2024 17.00,1740.0,0.0,0.0,1740.0
05/01/2024 17.15,1452.0,0.0,0.0,1452.0
05/01/2024 17.30,1770.0,0.0,0.0,1770.0
05/01/2024 17.45,1896.0,0.0,0.0,1896.0
05/01/2024 18.00,1860.0,0.0,0.0,1860.0
05/01/2024 18.15,1704.0,0.0,0.0,1704.0
05/01/2024 18.30,1920.0,0.0,0.0,1920.0
05/01/2024 18.45,1812.0,0.0,0.0,1812.0
05/01/2024 19.00,1842.0,0.0,0.0,1842.0
05/01/2024 19.15,1734.0,0.0,0.0,1734.0
05/01/2024 19.30,1698.0,0.0,0.0,1698.0
05/01/2024 19.45,1422.0,0.0,0.0,1422.0
05/01/2024 20.00,1308.0,0.0,0.0,1308.0
05/01/2024 20.15,1422.0,0.0,0.0,1422.0
05/01/2024 20.30,1632.0,0.0,0.0,1632.0
05/01/2024 20.45,1788.0,0.0,0.0,1788.0
05/01/2024 21.00,1776.0,0.0,0.0,1776.0
05/01/2024 21.15,1776.0,0.0,0.0,1776.0
05/01/2024 21.30,1704.0,0.0,0.0,1704.0
05/01/2024 21.45,1788.0,0.0,0.0,1788.0
05/01/2024 22.00,0.0,1806.0,0.0,1806.0
05/01/2024 22.15,0.0,1782.0,0.0,1782.0
05/01/2024 22.30,0.0,1620.0,0.0,1620.0
05/01/2024 22.45,0.0,1644.0,0.0,1644.0
05/01/2024 23.00,0.0,1476.0,0.0,1476.0
05/01/2024 23.15,0.0,1530.0,0.0,1530.0
05/01/2024 23.30,0.0,1602.0,0.0,1602.0
05/01/2024 23.45,0.0,1752.0,0.0,1752.0
06/01/2024 00.00,0.0,0.0,1734.0,1734.0
06/01/2024 00.15,0.0,0.0,1776.0,1776.0
06/01/2024 00.30,0.0,0.0,1752.0,1752.0
06/01/2024 00.45,0.0,0.0,1740.0,1740.0
06/01/2024 01.00,0.0,0.0,1788.0,1788.0
06/01/2024 01.15,0.0,0.0,1842.0,1842.0
06/01/2024 01.30,0.0,0.0,1752.0,1752.0
06/01/2024 01.45,0.0,0.0,1770.0,1770.0
06/01/2024 02.00,0.0,0.0,1758.0,1758.0
06/01/2024 02.15,0.0,0.0,1674.0,1674.0
06/01/2024 02.30,0.0,0.0,1764.0,1764.0
06/01/2024 02.45,0.0,0.0,1728.0,1728.0
06/01/2024 03.00,0.0,0.0,1638.0,1638.0
06/01/2024 03.15,0.0,0.0,1584.0,1584.0
06/01/2024 03.30,0.0,0.0,1428.0,1428.0
06/01/2024 03.45,0.0,0.0,1488.0,1488.0
06/01/2024 04.00,0.0,0.0,1668.0,1668.0
