timestamp,pv_max,pv_5,pv_6,pv_7
2024-01-01,0.70145,0.0,0.0,0.126
2024-01-02,0.70895,0.0,0.0,0.12525
2024-01-03,0.52285,0.0,0.0,0.07795
2024-01-04,0.3994,0.0,0.0,0.0076
2024-01-05,0.21065,0.0,0.0,0.00235
2024-01-06,0.45505,0.0,0.0,0.0109
2024-01-07,0.61385,0.0,0.0,0.08505
2024-01-08,0.6326,0.0,0.0,0.0682
2024-01-09,0.5576,0.0,0.0,0.09755
2024-01-10,0.56365,0.0,0.0,0.0763
2024-01-11,0.5724,0.0,0.0,0.07255
2024-01-12,0.6088,0.0,0.0,0.07155
2024-01-13,0.6456,0.0,0.0,0.0956
2024-01-14,0.64565,0.0,0.0,0.08995
2024-01-15,0.60525,0.0,0.0,0.0672
2024-01-16,0.59995,0.0,0.0,0.06725
2024-01-17,0.6558,0.0,0.0,0.08215
2024-01-18,0.46475,0.0,0.0,0.0148
2024-01-19,0.63935,0.0,0.0,0.021
2024-01-20,0.64155,0.0,0.0,0.0907
2024-01-21,0.6515,0.0,0.0,0.076
2024-01-22,0.67245,0.0,0.0,0.07925
2024-01-23,0.70005,0.0,0.0,0.1001
2024-01-24,0.69935,0.0,0.0,0.1
2024-01-25,0.6836,0.0,0.0,0.09765
2024-01-26,0.70665,0.0,0.0,0.0875
2024-01-27,0.6981,0.0,0.0,0.10095
2024-01-28,0.67835,0.0,0.0,0.09665
2024-01-29,0.65795,0.0,0.0,0.09395
2024-01-30,0.60945,0.0,0.0,0.0744
2024-01-31,0.6448,0.0,0.0,0.05435
2024-02-01,0.65715,0.0,0.0,0.07375
2024-02-02,0.6625,0.0,0.0,0.07545
2024-02-03,0.64175,0.0,0.0,0.04645
2024-02-04,0.6487,0.0,0.0,0.07735
2024-02-05,0.6315,0.0,0.0,0.04815
2024-02-06,0.63595,0.0,0.0,0.06185
2024-02-07,0.6468,0.0,0.0,0.06565
2024-02-08,0.7138,0.0,0.0,0.0985
2024-02-09,0.69,0.0,0.0,0.08615
2024-02-10,0.669,0.0,0.0,0.0909
2024-02-11,0.6686,0.0,0.0,0.08185
2024-02-12,0.63575,0.0,0.0,0.07745
2024-02-13,0.66805,0.0,0.0,0.0769
2024-02-14,0.66685,0.0,0.0,0.08555
2024-02-15,0.64695,0.0,0.0,0.0744
2024-02-16,0.67475,0.0,0.0,0.0869
