Date,Load,Load1,kWh,Load2,kWh,Load3,kWh
25/2/2022 21.00,0,0,432686.7,0,420402.6,0,140010.2
25/2/2022 22.00,0,0,432686.7,0,420402.6,0,140010.2
25/2/2022 23.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 0.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 1.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 2.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 3.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 4.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 5.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 6.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 7.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 8.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 9.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 10.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 11.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 12.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 13.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 14.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 15.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 16.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 17.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 18.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 19.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 20.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 21.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 22.00,0,0,432686.7,0,420402.6,0,140010.2
26/2/2022 23.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 0.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 1.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 2.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 3.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 4.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 5.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 6.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 7.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 8.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 9.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 10.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 11.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 12.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 13.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 14.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 15.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 16.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 17.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 18.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 19.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 20.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 21.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 22.00,0,0,432686.7,0,420402.6,0,140010.2
27/2/2022 23.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 0.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 1.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 2.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 3.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 4.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 5.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 6.00,0,0,432686.7,0,420402.6,0,140010.2
28/2/2022 7.00,54.5,0,432686.7,0,420402.6,54.5,140064.7
28/2/2022 8.00,54.5,0,432686.7,0,420402.6,54.5,140119.2
28/2/2022 9.00,112.95,0,432686.7,0,420402.6,112.95,140232.15
28/2/2022 10.00,112.95,0,432686.7,0,420402.6,112.95,140345.1
28/2/2022 11.00,115.1,0,432686.7,0,420402.6,115.1,140460.2
28/2/2022 12.00,115.1,0,432686.7,0,420402.6,115.1,140575.3
28/2/2022 13.00,116,0,432686.7,0,420402.6,116,140691.3
28/2/2022 14.00,116,0,432686.7,0,420402.6,116,140807.3
28/2/2022 15.00,115.5,0,432686.7,0,420402.6,115.5,140922.8
28/2/2022 16.00,115.5,0,432686.7,0,420402.6,115.5,141038.3
28/2/2022 17.00,57.1,0,432686.7,0,420402.6,57.1,141095.4
28/2/2022 18.00,57.1,0,432686.7,0,420402.6,57.1,141152.5
28/2/2022 19.00,0,0,432686.7,0,420402.6,0,141152.5
28/2/2022 20.00,0,0,432686.7,0,420402.6,0,141152.5
28/2/2022 21.00,0,0,432686.7,0,420402.6,0,141152.5
28/2/2022 22.00,0,0,432686.7,0,420402.6,0,141152.5
28/2/2022 23.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 0.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 1.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 2.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 3.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 4.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 5.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 6.00,0,0,432686.7,0,420402.6,0,141152.5
1/3/2022 7.00,60.75,0,432686.7,0,420402.6,60.75,141213.25
1/3/2022 8.00,60.75,0,432686.7,0,420402.6,60.75,141274
1/3/2022 9.00,115.9,0,432686.7,0,420402.6,115.9,141389.9
1/3/2022 10.00,115.9,0,432686.7,0,420402.6,115.9,141505.8
1/3/2022 11.00,116.85,0,432686.7,0,420402.6,116.85,141622.65
1/3/2022 12.00,116.85,0,432686.7,0,420402.6,116.85,141739.5
1/3/2022 13.00,115.8,0,432686.7,0,420402.6,115.8,141855.3
1/3/2022 14.00,115.8,0,432686.7,0,420402.6,115.8,141971.1
1/3/2022 15.00,116.65,0,432686.7,0,420402.6,116.65,142087.75
1/3/2022 16.00,116.65,0,432686.7,0,420402.6,116.65,142204.4
1/3/2022 17.00,52.45,0,432686.7,0,420402.6,52.45,142256.85
1/3/2022 18.00,52.45,0,432686.7,0,420402.6,52.45,142309.3
1/3/2022 19.00,0,0,432686.7,0,420402.6,0,142309.3
1/3/2022 20.00,0,0,432686.7,0,420402.6,0,142309.3
1/3/2022 21.00,0,0,432686.7,0,420402.6,0,142309.3
1/3/2022 22.00,0,0,432686.7,0,420402.6,0,142309.3
1/3/2022 23.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 0.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 1.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 2.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 3.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 4.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 5.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 6.00,0,0,432686.7,0,420402.6,0,142309.3
2/3/2022 7.00,69.2,0,432686.7,0,420402.6,69.2,142378.5
2/3/2022 8.00,69.2,0,432686.7,0,420402.6,69.2,142447.7
2/3/2022 9.00,137.4,0,432686.7,0,420402.6,137.4,142585.1
2/3/2022 10.00,137.4,0,432686.7,0,420402.6,137.4,142722.5
2/3/2022 11.00,147.85,0,432686.7,0,420402.6,147.85,142870.35
2/3/2022 12.00,147.85,0,432686.7,0,420402.6,147.85,143018.2
2/3/2022 13.00,143.6,0,432686.7,0,420402.6,143.6,143161.8
2/3/2022 14.00,143.6,0,432686.7,0,420402.6,143.6,143305.4
2/3/2022 15.00,115.55,0,432686.7,0,420402.6,115.55,143420.95
2/3/2022 16.00,115.55,0,432686.7,0,420402.6,115.55,143536.5
2/3/2022 17.00,65.4,0,432686.7,0,420402.6,65.4,143601.9
2/3/2022 18.00,65.4,0,432686.7,0,420402.6,65.4,143667.3
2/3/2022 19.00,0,0,432686.7,0,420402.6,0,143667.3
2/3/2022 20.00,0,0,432686.7,0,420402.6,0,143667.3
2/3/2022 21.00,0,0,432686.7,0,420402.6,0,143667.3
2/3/2022 22.00,0,0,432686.7,0,420402.6,0,143667.3
2/3/2022 23.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 0.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 1.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 2.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 3.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 4.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 5.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 6.00,0,0,432686.7,0,420402.6,0,143667.3
3/3/2022 7.00,66.9,0,432686.7,0,420402.6,66.9,143734.2
3/3/2022 8.00,66.9,0,432686.7,0,420402.6,66.9,143801.1
3/3/2022 9.00,128.5,0,432686.7,0,420402.6,128.5,143929.6
3/3/2022 10.00,128.5,0,432686.7,0,420402.6,128.5,144058.1
3/3/2022 11.00,117,0,432686.7,0,420402.6,117,144175.1
3/3/2022 12.00,117,0,432686.7,0,420402.6,117,144292.1
3/3/2022 13.00,115.7,0,432686.7,0,420402.6,115.7,144407.8
3/3/2022 14.00,115.7,0,432686.7,0,420402.6,115.7,144523.5
3/3/2022 15.00,116.5,0,432686.7,0,420402.6,116.5,144640
3/3/2022 16.00,116.5,0,432686.7,0,420402.6,116.5,144756.5
3/3/2022 17.00,60.75,0,432686.7,0,420402.6,60.75,144817.25
3/3/2022 18.00,60.75,0,432686.7,0,420402.6,60.75,144878
3/3/2022 19.00,0,0,432686.7,0,420402.6,0,144878
3/3/2022 20.00,0,0,432686.7,0,420402.6,0,144878
3/3/2022 21.00,0,0,432686.7,0,420402.6,0,144878
3/3/2022 22.00,0,0,432686.7,0,420402.6,0,144878
3/3/2022 23.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 0.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 1.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 2.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 3.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 4.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 5.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 6.00,0,0,432686.7,0,420402.6,0,144878
4/3/2022 7.00,66.4,0,432686.7,0,420402.6,66.4,144944.4
4/3/2022 8.00,66.4,0,432686.7,0,420402.6,66.4,145010.8
4/3/2022 9.00,128,0,432686.7,0,420402.6,128,145138.8
4/3/2022 10.00,128,0,432686.7,0,420402.6,128,145266.8
4/3/2022 11.00,135.95,0,432686.7,0,420402.6,135.95,145402.75
4/3/2022 12.00,135.95,0,432686.7,0,420402.6,135.95,145538.7
4/3/2022 13.00,130.3,0,432686.7,0,420402.6,130.3,145669
4/3/2022 14.00,130.3,0,432686.7,0,420402.6,130.3,145799.3
4/3/2022 15.00,130.6,0,432686.7,0,420402.6,130.6,145929.9
4/3/2022 16.00,130.6,0,432686.7,0,420402.6,130.6,146060.5
4/3/2022 17.00,84.7,0,432686.7,0,420402.6,84.7,146145.2
4/3/2022 18.00,84.7,0,432686.7,0,420402.6,84.7,146229.9
4/3/2022 19.00,0,0,432686.7,0,420402.6,0,146229.9
4/3/2022 20.00,0,0,432686.7,0,420402.6,0,146229.9
4/3/2022 21.00,0,0,432686.7,0,420402.6,0,146229.9
4/3/2022 22.00,0,0,432686.7,0,420402.6,0,146229.9
4/3/2022 23.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 0.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 1.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 2.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 3.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 4.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 5.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 6.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 7.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 8.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 9.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 10.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 11.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 12.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 13.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 14.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 15.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 16.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 17.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 18.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 19.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 20.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 21.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 22.00,0,0,432686.7,0,420402.6,0,146229.9
5/3/2022 23.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 0.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 1.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 2.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 3.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 4.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 5.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 6.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 7.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 8.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 9.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 10.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 11.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 12.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 13.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 14.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 15.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 16.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 17.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 18.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 19.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 20.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 21.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 22.00,0,0,432686.7,0,420402.6,0,146229.9
6/3/2022 23.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 0.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 1.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 2.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 3.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 4.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 5.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 6.00,0,0,432686.7,0,420402.6,0,146229.9
7/3/2022 7.00,100.2499954,100.2499954,432786.95,0,420402.6,0,146229.9
7/3/2022 8.00,100.25,100.25,432887.2,0,420402.6,0,146229.9
7/3/2022 9.00,214.9499947,214.9499947,433102.15,0,420402.6,0,146229.9
7/3/2022 10.00,214.95,214.95,433317.1,0,420402.6,0,146229.9
7/3/2022 11.00,228.4499994,228.4499994,433545.55,0,420402.6,0,146229.9
7/3/2022 12.00,228.45,228.45,433774,0,420402.6,0,146229.9
7/3/2022 13.00,185.400002,185.400002,433959.4,0,420402.6,0,146229.9
7/3/2022 14.00,185.4,185.4,434144.8,0,420402.6,0,146229.9
7/3/2022 15.00,214.2499987,214.2499987,434359.05,0,420402.6,0,146229.9
7/3/2022 16.00,214.25,214.25,434573.3,0,420402.6,0,146229.9
7/3/2022 17.00,95.95000542,95.95000542,434669.25,0,420402.6,0,146229.9
7/3/2022 18.00,95.95,95.95,434765.2,0,420402.6,0,146229.9
7/3/2022 19.00,4.39899E-06,4.39899E-06,434765.2,0,420402.6,0,146229.9
7/3/2022 20.00,0,0,434765.2,0,420402.6,0,146229.9
7/3/2022 21.00,0,0,434765.2,0,420402.6,0,146229.9
7/3/2022 22.00,0,0,434765.2,0,420402.6,0,146229.9
7/3/2022 23.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 0.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 1.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 2.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 3.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 4.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 5.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 6.00,0,0,434765.2,0,420402.6,0,146229.9
8/3/2022 7.00,66.29999692,66.29999692,434831.5,0,420402.6,0,146229.9
8/3/2022 8.00,66.3,66.3,434897.8,0,420402.6,0,146229.9
8/3/2022 9.00,115.1999977,115.1999977,435013,0,420402.6,0,146229.9
8/3/2022 10.00,115.2,115.2,435128.2,0,420402.6,0,146229.9
8/3/2022 11.00,115,115,435243.2,0,420402.6,0,146229.9
8/3/2022 12.00,115,115,435358.2,0,420402.6,0,146229.9
8/3/2022 13.00,115.2,115.2,435473.4,0,420402.6,0,146229.9
8/3/2022 14.00,115.2,115.2,435588.6,0,420402.6,0,146229.9
8/3/2022 15.00,115.1,115.1,435703.7,0,420402.6,0,146229.9
8/3/2022 16.00,115.1,115.1,435818.8,0,420402.6,0,146229.9
8/3/2022 17.00,49.75000305,49.75000305,435868.55,0,420402.6,0,146229.9
8/3/2022 18.00,49.75,49.75,435918.3,0,420402.6,0,146229.9
8/3/2022 19.00,2.32097E-06,2.32097E-06,435918.3,0,420402.6,0,146229.9
8/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
8/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
8/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
8/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 5.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 6.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 7.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 8.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 9.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 10.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 11.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 12.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 13.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 14.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 15.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 16.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 17.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 18.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 19.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
9/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 5.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 6.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 7.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 8.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 9.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 10.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 11.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 12.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 13.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 14.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 15.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 16.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 17.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 18.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 19.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
10/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 5.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 6.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 7.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 8.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 9.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 10.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 11.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 12.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 13.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 14.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 15.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 16.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 17.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 18.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 19.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
11/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 5.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 6.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 7.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 8.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 9.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 10.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 11.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 12.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 13.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 14.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 15.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 16.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 17.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 18.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 19.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
12/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 5.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 6.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 7.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 8.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 9.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 10.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 11.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 12.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 13.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 14.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 15.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 16.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 17.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 18.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 19.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 20.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 21.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 22.00,0,0,435918.3,0,420402.6,0,146229.9
13/3/2022 23.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 0.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 1.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 2.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 3.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 4.00,0,0,435918.3,0,420402.6,0,146229.9
14/3/2022 5.00,45.2,0,435918.3,45.2,420447.8,0,146229.9
14/3/2022 6.00,45.2,0,435918.3,45.2,420493,0,146229.9
14/3/2022 7.00,45.2,0,435918.3,45.2,420538.2,0,146229.9
14/3/2022 8.00,45.2,0,435918.3,45.2,420583.4,0,146229.9
14/3/2022 9.00,179.7,0,435918.3,179.7,420763.1,0,146229.9
14/3/2022 10.00,179.7,0,435918.3,179.7,420942.8,0,146229.9
14/3/2022 11.00,179.7,0,435918.3,179.7,421122.5,0,146229.9
14/3/2022 12.00,179.7,0,435918.3,179.7,421302.2,0,146229.9
