Curve_Robinson Lifestyle Ratchaphruek_20240610174701,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/8/2023 0:00,886.825,886.825,0,886.825
1/8/2023 0:30,631.434,631.434,0,631.434
1/8/2023 1:00,528.746,528.746,0,528.746
1/8/2023 1:30,532.954,532.954,0,532.954
1/8/2023 2:00,460.56,460.56,0,460.56
1/8/2023 2:30,468.853,468.853,0,468.853
1/8/2023 3:00,458.088,458.088,0,458.088
1/8/2023 3:30,469.332,469.332,0,469.332
1/8/2023 4:00,415.314,415.314,0,415.314
1/8/2023 4:30,406.659,406.659,0,406.659
1/8/2023 5:00,422.607,422.607,0,422.607
1/8/2023 5:30,417.305,417.305,0,417.305
1/8/2023 6:00,399.918,399.918,0,399.918
1/8/2023 6:30,328.934,353.726,24.792,328.934
1/8/2023 7:00,264.626,359.301,94.675,264.626
1/8/2023 7:30,146.388,411.978,265.59,146.388
1/8/2023 8:00,267.734,648.827,381.093,267.734
1/8/2023 8:30,45.066,722.599,677.533,45.066
1/8/2023 9:00,-92.208,826.635,918.843,-92.208
1/8/2023 9:30,498.867,1143.821,644.954,498.867
1/8/2023 10:00,2368.224,2981.011,612.787,2368.224
1/8/2023 10:30,2568.579,3102.536,533.957,2568.579
1/8/2023 11:00,2125.472,3122.498,997.026,2125.472
1/8/2023 11:30,2217.234,3061.14,843.906,2217.234
1/8/2023 12:00,2877.891,3516.748,638.857,2877.891
1/8/2023 12:30,2811.386,3291.793,480.407,2811.386
1/8/2023 13:00,2750.01,3171.318,421.308,2750.01
1/8/2023 13:30,2695.647,3264.03,568.383,2695.647
1/8/2023 14:00,2654.658,3219.485,564.827,2654.658
1/8/2023 14:30,2473.518,3227.621,754.103,2473.518
1/8/2023 15:00,3031.138,3211.331,180.193,3031.138
1/8/2023 15:30,2745.497,3272.024,526.527,2745.497
1/8/2023 16:00,2217.076,3349.833,1132.757,2217.076
1/8/2023 16:30,2527.586,3370.195,842.609,2527.586
1/8/2023 17:00,2878.062,3285.989,407.927,2878.062
1/8/2023 17:30,2912.737,3345.751,433.014,2912.737
1/8/2023 18:00,3202.303,3315.883,113.58,3202.303
1/8/2023 18:30,3212.425,3275.188,62.763,3212.425
1/8/2023 19:00,3287.338,3287.341,0.003,3287.338
1/8/2023 19:30,2838.39,2838.39,0,2838.39
1/8/2023 20:00,2985.094,2985.094,0,2985.094
1/8/2023 20:30,2934.742,2934.742,0,2934.742
1/8/2023 21:00,2291.304,2291.304,0,2291.304
1/8/2023 21:30,1977.495,1977.495,0,1977.495
1/8/2023 22:00,1814.872,1814.872,0,1814.872
1/8/2023 22:30,1133.917,1133.917,0,1133.917
1/8/2023 23:00,995.749,995.749,0,995.749
1/8/2023 23:30,846.845,846.845,0,846.845
2/8/2023 0:00,782.119,782.119,0,782.119
2/8/2023 0:30,593.613,593.613,0,593.613
2/8/2023 1:00,508.799,508.799,0,508.799
2/8/2023 1:30,508.871,508.871,0,508.871
2/8/2023 2:00,457.48,457.48,0,457.48
2/8/2023 2:30,462.971,462.971,0,462.971
2/8/2023 3:00,436.238,436.238,0,436.238
2/8/2023 3:30,443.164,443.164,0,443.164
2/8/2023 4:00,380.123,380.123,0,380.123
2/8/2023 4:30,374.088,374.088,0,374.088
2/8/2023 5:00,373.549,373.549,0,373.549
2/8/2023 5:30,361.505,361.505,0,361.505
2/8/2023 6:00,373.953,373.953,0,373.953
2/8/2023 6:30,394.071,406.455,12.384,394.071
2/8/2023 7:00,337.361,409.772,72.411,337.361
2/8/2023 7:30,275.202,434.015,158.813,275.202
2/8/2023 8:00,271.903,598.706,326.803,271.903
2/8/2023 8:30,302.142,756.899,454.757,302.142
2/8/2023 9:00,658.25,906.591,248.341,658.25
2/8/2023 9:30,871.243,1202.816,331.573,871.243
2/8/2023 10:00,2505.221,2751.384,246.163,2505.221
2/8/2023 10:30,2200.279,2853.299,653.02,2200.279
2/8/2023 11:00,2628.269,2971.713,343.444,2628.269
2/8/2023 11:30,2428.377,3023.521,595.144,2428.377
2/8/2023 12:00,2405.493,3242.97,837.477,2405.493
2/8/2023 12:30,1778.281,3237.084,1458.803,1778.281
2/8/2023 13:00,2861.48,3239.642,378.162,2861.48
2/8/2023 13:30,2069.186,3262.859,1193.673,2069.186
2/8/2023 14:00,2610.077,3116.539,506.462,2610.077
2/8/2023 14:30,2721.058,3108.737,387.679,2721.058
2/8/2023 15:00,2794.717,3101.305,306.588,2794.717
2/8/2023 15:30,2877.465,3059.052,181.587,2877.465
2/8/2023 16:00,2920.337,3135.818,215.481,2920.337
2/8/2023 16:30,2772.733,3110.982,338.249,2772.733
2/8/2023 17:00,3027.243,3216.654,189.411,3027.243
2/8/2023 17:30,3062.772,3197.928,135.156,3062.772
2/8/2023 18:00,3170.657,3277.404,106.747,3170.657
2/8/2023 18:30,3195.03,3217.225,22.195,3195.03
2/8/2023 19:00,3303.839,3303.839,0,3303.839
2/8/2023 19:30,2987.167,2987.167,0,2987.167
2/8/2023 20:00,2972.548,2972.548,0,2972.548
2/8/2023 20:30,2868.803,2868.803,0,2868.803
2/8/2023 21:00,2891.734,2891.734,0,2891.734
2/8/2023 21:30,2140.078,2140.078,0,2140.078
2/8/2023 22:00,1893.462,1893.462,0,1893.462
2/8/2023 22:30,1082.797,1082.797,0,1082.797
2/8/2023 23:00,854.981,854.981,0,854.981
2/8/2023 23:30,783.28,783.28,0,783.28
3/8/2023 0:00,830.76,830.76,0,830.76
3/8/2023 0:30,727.705,727.705,0,727.705
3/8/2023 1:00,609.763,609.763,0,609.763
3/8/2023 1:30,603.974,603.974,0,603.974
3/8/2023 2:00,573.608,573.608,0,573.608
3/8/2023 2:30,559.06,559.06,0,559.06
3/8/2023 3:00,545.89,545.89,0,545.89
3/8/2023 3:30,551.819,551.819,0,551.819
3/8/2023 4:00,472.45,472.45,0,472.45
3/8/2023 4:30,465.576,465.576,0,465.576
3/8/2023 5:00,490.09,490.09,0,490.09
3/8/2023 5:30,406.954,406.954,0,406.954
3/8/2023 6:00,394.785,394.785,0,394.785
3/8/2023 6:30,387.13,414.178,27.048,387.13
3/8/2023 7:00,311.138,385.75,74.612,311.138
3/8/2023 7:30,205.943,383.631,177.688,205.943
3/8/2023 8:00,335.888,541.737,205.849,335.888
3/8/2023 8:30,168.137,613.42,445.283,168.137
3/8/2023 9:00,-1.538,732.399,733.937,-1.538
3/8/2023 9:30,-596.487,946.593,1543.08,-596.487
3/8/2023 10:00,-87.065,1005.437,1092.502,-87.065
3/8/2023 10:30,950.123,1741.903,791.78,950.123
3/8/2023 11:00,1451.547,2879.189,1427.642,1451.547
3/8/2023 11:30,2166.694,3065.126,898.432,2166.694
3/8/2023 12:00,2359.875,3165.182,805.307,2359.875
3/8/2023 12:30,2475.481,3223.439,747.958,2475.481
3/8/2023 13:00,2080.63,3111.637,1031.007,2080.63
3/8/2023 13:30,2353.987,3034.589,680.602,2353.987
3/8/2023 14:00,2440.589,3076.106,635.517,2440.589
3/8/2023 14:30,2761.304,3013.963,252.659,2761.304
3/8/2023 15:00,2846.83,3008.569,161.739,2846.83
3/8/2023 15:30,2450.937,3055.69,604.753,2450.937
3/8/2023 16:00,2774.933,3046.883,271.95,2774.933
3/8/2023 16:30,2903.199,2941.842,38.643,2903.199
3/8/2023 17:00,2959.285,3001.757,42.472,2959.285
3/8/2023 17:30,2898.716,2957.774,59.058,2898.716
3/8/2023 18:00,2976.745,3012.643,35.898,2976.745
3/8/2023 18:30,2951.782,2969.133,17.351,2951.782
3/8/2023 19:00,3111.082,3111.082,0,3111.082
3/8/2023 19:30,2792.048,2792.048,0,2792.048
3/8/2023 20:00,2918.151,2918.151,0,2918.151
3/8/2023 20:30,2863.613,2863.613,0,2863.613
3/8/2023 21:00,2770.578,2770.578,0,2770.578
3/8/2023 21:30,2067.757,2067.757,0,2067.757
3/8/2023 22:00,1853.491,1853.491,0,1853.491
3/8/2023 22:30,1140.657,1140.657,0,1140.657
3/8/2023 23:00,974.489,974.489,0,974.489
3/8/2023 23:30,872.061,872.061,0,872.061
4/8/2023 0:00,832.691,832.691,0,832.691
4/8/2023 0:30,576.842,576.842,0,576.842
4/8/2023 1:00,521.351,521.351,0,521.351
4/8/2023 1:30,521.256,521.256,0,521.256
4/8/2023 2:00,502.726,502.726,0,502.726
4/8/2023 2:30,489.736,489.736,0,489.736
4/8/2023 3:00,489.843,489.843,0,489.843
4/8/2023 3:30,508.685,508.685,0,508.685
4/8/2023 4:00,444.173,444.173,0,444.173
4/8/2023 4:30,425.809,425.809,0,425.809
4/8/2023 5:00,429.02,429.02,0,429.02
4/8/2023 5:30,417.58,417.58,0,417.58
4/8/2023 6:00,425.882,425.882,0,425.882
4/8/2023 6:30,400.171,426.876,26.705,400.171
4/8/2023 7:00,243.97,366.083,122.113,243.97
4/8/2023 7:30,146.477,361.375,214.898,146.477
4/8/2023 8:00,-30.907,545.971,576.878,-30.907
4/8/2023 8:30,235.599,642.584,406.985,235.599
4/8/2023 9:00,91.346,751.654,660.308,91.346
4/8/2023 9:30,372.995,1014.309,641.314,372.995
4/8/2023 10:00,365.467,1050.079,684.612,365.467
4/8/2023 10:30,1122.727,1736.936,614.209,1122.727
4/8/2023 11:00,1002.217,2676.611,1674.394,1002.217
4/8/2023 11:30,1313.329,3073.459,1760.13,1313.329
4/8/2023 12:00,1829.992,3031.822,1201.83,1829.992
4/8/2023 12:30,2721.653,3469.904,748.251,2721.653
4/8/2023 13:00,2551.505,3204.692,653.187,2551.505
4/8/2023 13:30,2533.222,3148.092,614.87,2533.222
4/8/2023 14:00,2520.974,3149.595,628.621,2520.974
4/8/2023 14:30,2237.961,3095.018,857.057,2237.961
4/8/2023 15:00,2604.969,3109.327,504.358,2604.969
4/8/2023 15:30,2391.973,3123.895,731.922,2391.973
4/8/2023 16:00,2831.969,3144.053,312.084,2831.969
4/8/2023 16:30,3018.982,3229.456,210.474,3018.982
4/8/2023 17:00,2598.123,3023.431,425.308,2598.123
4/8/2023 17:30,2746.983,3167.682,420.699,2746.983
4/8/2023 18:00,3138.153,3261.564,123.411,3138.153
4/8/2023 18:30,3179.494,3202.614,23.12,3179.494
4/8/2023 19:00,3241.287,3241.289,0.002,3241.287
4/8/2023 19:30,2745.615,2745.615,0,2745.615
4/8/2023 20:00,2878.968,2878.968,0,2878.968
4/8/2023 20:30,2920.686,2920.686,0,2920.686
4/8/2023 21:00,2783.284,2783.284,0,2783.284
4/8/2023 21:30,2094.565,2094.565,0,2094.565
4/8/2023 22:00,1880.179,1880.179,0,1880.179
4/8/2023 22:30,1075.484,1075.484,0,1075.484
4/8/2023 23:00,921.787,921.787,0,921.787
4/8/2023 23:30,883.567,883.567,0,883.567
5/8/2023 0:00,853.863,853.863,0,853.863
