Curve_Robinson Lifestyle Ratchaphruek_20240610174910,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/6/2023 0:00,--,584.809,0,584.809
1/6/2023 0:30,--,544.942,0,544.942
1/6/2023 1:00,--,569.142,0,569.142
1/6/2023 1:30,--,573.018,0,573.018
1/6/2023 2:00,--,511.832,0,511.832
1/6/2023 2:30,--,499.125,0,499.125
1/6/2023 3:00,--,479.236,0,479.236
1/6/2023 3:30,--,499.015,0,499.015
1/6/2023 4:00,--,422.641,0,422.641
1/6/2023 4:30,--,428.953,0,428.953
1/6/2023 5:00,--,443.25,0,443.25
1/6/2023 5:30,--,372.839,0,372.839
1/6/2023 6:00,--,416.642,21.236,395.406
1/6/2023 6:30,--,426.717,120.112,306.605
1/6/2023 7:00,--,405.25,217.384,187.866
1/6/2023 7:30,--,411.052,239.84,171.212
1/6/2023 8:00,--,565.827,273.095,292.732
1/6/2023 8:30,--,624.091,633.599,-9.508
1/6/2023 9:00,--,788.948,735.422,53.526
1/6/2023 9:30,--,987.914,997.94,-10.026
1/6/2023 10:00,--,1113.512,997.024,116.488
1/6/2023 10:30,--,1497.425,1487.563,9.862
1/6/2023 11:00,--,3036.891,875.078,2161.813
1/6/2023 11:30,--,3047.104,1087.963,1959.141
1/6/2023 12:00,--,3196.05,530.052,2665.998
1/6/2023 12:30,--,3498.758,1609.33,1889.428
1/6/2023 13:00,--,3650.065,1155.76,2494.305
1/6/2023 13:30,--,3402.566,406.732,2995.834
1/6/2023 14:00,--,3302.679,1537.68,1764.999
1/6/2023 14:30,--,3232.075,1536.204,1695.871
1/6/2023 15:00,--,3315.894,1293.931,2021.963
1/6/2023 15:30,--,3200.911,1093.963,2106.948
1/6/2023 16:00,--,3252.361,846.882,2405.479
1/6/2023 16:30,--,3276.584,705.843,2570.741
1/6/2023 17:00,--,3204.408,552.111,2652.297
1/6/2023 17:30,--,3242.82,279.964,2962.856
1/6/2023 18:00,--,3360.079,89.615,3270.464
1/6/2023 18:30,--,3393.535,26.681,3366.854
1/6/2023 19:00,--,3361.213,0.007,3361.206
1/6/2023 19:30,--,3183.71,0,3183.71
1/6/2023 20:00,--,2614.593,0,2614.593
1/6/2023 20:30,--,2565.008,0,2565.008
1/6/2023 21:00,--,2405.572,0,2405.572
1/6/2023 21:30,--,2285.227,0,2285.227
1/6/2023 22:00,--,2057.927,0,2057.927
1/6/2023 22:30,--,947.771,0,947.771
1/6/2023 23:00,--,867.868,0,867.868
1/6/2023 23:30,--,809.065,0,809.065
2/6/2023 0:00,--,525.545,0,525.545
2/6/2023 0:30,--,506.54,0,506.54
2/6/2023 1:00,--,512.937,0,512.937
2/6/2023 1:30,--,529.983,0,529.983
2/6/2023 2:00,--,465.164,0,465.164
2/6/2023 2:30,--,468.192,0,468.192
2/6/2023 3:00,--,450.761,0,450.761
2/6/2023 3:30,--,464.671,0,464.671
2/6/2023 4:00,--,384.171,0,384.171
2/6/2023 4:30,--,396.518,0,396.518
2/6/2023 5:00,--,410.899,0,410.899
2/6/2023 5:30,--,393.391,0,393.391
2/6/2023 6:00,--,362.928,12.005,350.923
2/6/2023 6:30,--,375.136,95.118,280.018
2/6/2023 7:00,--,425.141,258.432,166.709
2/6/2023 7:30,--,453.473,436.552,16.921
2/6/2023 8:00,--,596.899,590.537,6.362
2/6/2023 8:30,--,658.371,671.215,-12.844
2/6/2023 9:00,--,761.04,766.575,-5.535
2/6/2023 9:30,--,942.88,933.004,9.876
2/6/2023 10:00,--,1016.6,1026.635,-10.035
2/6/2023 10:30,--,1415.086,1371.388,43.698
2/6/2023 11:00,--,3183.152,1509.824,1673.328
2/6/2023 11:30,--,3172.939,1544.212,1628.727
2/6/2023 12:00,--,3106.941,1590.66,1516.281
2/6/2023 12:30,--,3041.826,566.516,2475.31
2/6/2023 13:00,--,3483.159,1292.336,2190.823
2/6/2023 13:30,--,3227.215,1567.674,1659.541
2/6/2023 14:00,--,3169.882,1408.24,1761.642
2/6/2023 14:30,--,3147.056,1365.675,1781.381
2/6/2023 15:00,--,3191.608,1243.204,1948.404
2/6/2023 15:30,--,3252.944,1087.51,2165.434
2/6/2023 16:00,--,3200.264,767.589,2432.675
2/6/2023 16:30,--,3135.916,667.46,2468.456
2/6/2023 17:00,--,3125.285,527.697,2597.588
2/6/2023 17:30,--,3135.17,171.563,2963.607
2/6/2023 18:00,--,3242.729,100.759,3141.97
2/6/2023 18:30,--,3283.411,5.681,3277.73
2/6/2023 19:00,--,3060.495,0.01,3060.485
2/6/2023 19:30,--,3201.215,0,3201.215
2/6/2023 20:00,--,3140.545,0,3140.545
2/6/2023 20:30,--,3106.838,0,3106.838
2/6/2023 21:00,--,2982.288,0,2982.288
2/6/2023 21:30,--,2323.752,0,2323.752
2/6/2023 22:00,--,2064.46,0,2064.46
2/6/2023 22:30,--,948.876,0,948.876
2/6/2023 23:00,--,912.529,0,912.529
2/6/2023 23:30,--,782.126,0,782.126
3/6/2023 0:00,--,803.518,0,803.518
3/6/2023 0:30,--,468.927,0,468.927
3/6/2023 1:00,--,482.706,0,482.706
3/6/2023 1:30,--,453.959,0,453.959
3/6/2023 2:00,--,414.449,0,414.449
3/6/2023 2:30,--,394.954,0,394.954
3/6/2023 3:00,--,384.314,0,384.314
3/6/2023 3:30,--,390.705,0,390.705
3/6/2023 4:00,--,360.933,0,360.933
3/6/2023 4:30,--,348.855,0,348.855
3/6/2023 5:00,--,370.444,0,370.444
3/6/2023 5:30,--,362.059,0,362.059
3/6/2023 6:00,--,372.128,8.563,363.565
3/6/2023 6:30,--,386.563,76.928,309.635
3/6/2023 7:00,--,373.709,222.801,150.908
3/6/2023 7:30,--,488.786,425.442,63.344
3/6/2023 8:00,--,609.406,597.978,11.428
3/6/2023 8:30,--,714.77,711.342,3.428
3/6/2023 9:00,--,900.92,872.087,28.833
3/6/2023 9:30,--,1628.488,1170.682,457.806
3/6/2023 10:00,--,2942.035,1301.655,1640.38
3/6/2023 10:30,--,3175.743,1380.727,1795.016
3/6/2023 11:00,--,3211.788,1458.256,1753.532
3/6/2023 11:30,--,3108.998,1535.436,1573.562
3/6/2023 12:00,--,3533.547,1543.728,1989.819
3/6/2023 12:30,--,3533.241,1609.308,1923.933
3/6/2023 13:00,--,3343.385,1588.868,1754.517
3/6/2023 13:30,--,3417.48,487.786,2929.694
3/6/2023 14:00,--,3413.021,1547.908,1865.113
3/6/2023 14:30,--,3378.78,1528.705,1850.075
3/6/2023 15:00,--,3314.942,1304.891,2010.051
3/6/2023 15:30,--,3302.572,244.722,3057.85
3/6/2023 16:00,--,3364.663,858.549,2506.114
3/6/2023 16:30,--,3406.443,699.089,2707.354
3/6/2023 17:00,--,3372.64,465.188,2907.452
3/6/2023 17:30,--,3338.821,273.013,3065.808
3/6/2023 18:00,--,3334.393,44.364,3290.029
3/6/2023 18:30,--,3377.302,5.859,3371.443
3/6/2023 19:00,--,3484.112,0,3484.112
3/6/2023 19:30,--,3307.637,0,3307.637
3/6/2023 20:00,--,3175.015,0,3175.015
3/6/2023 20:30,--,3136.321,0,3136.321
3/6/2023 21:00,--,3062.893,0,3062.893
3/6/2023 21:30,--,2374.175,0,2374.175
3/6/2023 22:00,--,2038.072,0,2038.072
3/6/2023 22:30,--,937.462,0,937.462
3/6/2023 23:00,--,813.121,0,813.121
3/6/2023 23:30,--,775.154,0,775.154
4/6/2023 0:00,--,580.658,0,580.658
4/6/2023 0:30,--,477.849,0,477.849
4/6/2023 1:00,--,473.743,0,473.743
4/6/2023 1:30,--,469.979,0,469.979
4/6/2023 2:00,--,419.669,0,419.669
4/6/2023 2:30,--,412.357,0,412.357
4/6/2023 3:00,--,421.59,0,421.59
4/6/2023 3:30,--,397.571,0,397.571
4/6/2023 4:00,--,420.094,0,420.094
4/6/2023 4:30,--,416.041,0,416.041
4/6/2023 5:00,--,368.282,0,368.282
4/6/2023 5:30,--,365.816,0,365.816
4/6/2023 6:00,--,373.906,10.076,363.83
4/6/2023 6:30,--,440.086,90.692,349.394
4/6/2023 7:00,--,418.28,170.531,247.749
4/6/2023 7:30,--,435.465,355.215,80.25
4/6/2023 8:00,--,610.548,581.836,28.712
4/6/2023 8:30,--,764.31,611.206,153.104
4/6/2023 9:00,--,877.904,726.754,151.15
4/6/2023 9:30,--,1827.787,702.816,1124.971
4/6/2023 10:00,--,3003.846,860.153,2143.693
4/6/2023 10:30,--,2986.952,931.384,2055.568
4/6/2023 11:00,--,3133.322,766.771,2366.551
4/6/2023 11:30,--,3108.691,865.568,2243.123
4/6/2023 12:00,--,3238.854,1156.594,2082.26
4/6/2023 12:30,--,3623.575,1050.838,2572.737
4/6/2023 13:00,--,3531.869,991.978,2539.891
4/6/2023 13:30,--,3496.024,1168.136,2327.888
4/6/2023 14:00,--,3453.084,931.797,2521.287
4/6/2023 14:30,--,3391.087,958.131,2432.956
4/6/2023 15:00,--,3431.58,840.044,2591.536
4/6/2023 15:30,--,3399.895,659.322,2740.573
4/6/2023 16:00,--,3452.44,537.452,2914.988
4/6/2023 16:30,--,3371.204,583.203,2788.001
4/6/2023 17:00,--,3378.645,400.505,2978.14
4/6/2023 17:30,--,3460.625,162.515,3298.11
4/6/2023 18:00,--,3354.887,131.126,3223.761
4/6/2023 18:30,--,3463.228,31.61,3431.618
4/6/2023 19:00,--,3164.495,0,3164.495
4/6/2023 19:30,--,3283.505,0,3283.505
4/6/2023 20:00,--,3210.998,0,3210.998
4/6/2023 20:30,--,3132.098,0,3132.098
4/6/2023 21:00,--,3056.775,0,3056.775
4/6/2023 21:30,--,1777.638,0,1777.638
4/6/2023 22:00,--,1695.053,0,1695.053
4/6/2023 22:30,--,960.681,0,960.681
4/6/2023 23:00,--,901.698,0,901.698
4/6/2023 23:30,--,881.544,0,881.544
5/6/2023 0:00,--,924.598,0,924.598
