Curve_Robinson Lifestyle Ratchaphruek_20240610174126,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/3/2023 0:00,1325.368,1325.368,0,1325.368
1/3/2023 0:30,742.079,742.079,0,742.079
1/3/2023 1:00,715.144,715.144,0,715.144
1/3/2023 1:30,555.63,555.63,0,555.63
1/3/2023 2:00,519.248,519.248,0,519.248
1/3/2023 2:30,569.511,569.511,0,569.511
1/3/2023 3:00,570.651,570.651,0,570.651
1/3/2023 3:30,556.541,556.541,0,556.541
1/3/2023 4:00,494.383,494.383,0,494.383
1/3/2023 4:30,515.237,515.237,0,515.237
1/3/2023 5:00,481.985,481.985,0,481.985
1/3/2023 5:30,446.595,446.595,0,446.595
1/3/2023 6:00,420.743,420.743,0,420.743
1/3/2023 6:30,486.714,486.714,0,486.714
1/3/2023 7:00,407.667,433.283,25.616,407.667
1/3/2023 7:30,348.19,447.335,99.145,348.19
1/3/2023 8:00,292.821,568.542,275.721,292.821
1/3/2023 8:30,298.003,706.734,408.731,298.003
1/3/2023 9:00,218.221,830.177,611.956,218.221
1/3/2023 9:30,130.032,942.628,812.596,130.032
1/3/2023 10:00,-48.85,916.123,964.973,-48.85
1/3/2023 10:30,238.414,1334.134,1095.72,238.414
1/3/2023 11:00,2180.925,3357.868,1176.943,2180.925
1/3/2023 11:30,2181.069,3422.564,1241.495,2181.069
1/3/2023 12:00,2203.328,3491.837,1288.509,2203.328
1/3/2023 12:30,2099.432,3434.049,1334.617,2099.432
1/3/2023 13:00,2214.302,3487.199,1272.897,2214.302
1/3/2023 13:30,2176.491,3479.963,1303.472,2176.491
1/3/2023 14:00,2268.848,3474.238,1205.39,2268.848
1/3/2023 14:30,2406.061,3492.646,1086.585,2406.061
1/3/2023 15:00,2471.457,3445.537,974.08,2471.457
1/3/2023 15:30,2705.066,3539.429,834.363,2705.066
1/3/2023 16:00,3057.026,3726.778,669.752,3057.026
1/3/2023 16:30,3212.158,3705.116,492.958,3212.158
1/3/2023 17:00,3405.778,3730.057,324.279,3405.778
1/3/2023 17:30,3713.779,3886.076,172.297,3713.779
1/3/2023 18:00,3802.195,3859.427,57.232,3802.195
1/3/2023 18:30,3969.557,3969.665,0.108,3969.557
1/3/2023 19:00,4060.276,4060.276,0,4060.276
1/3/2023 19:30,3983,3983,0,3983
1/3/2023 20:00,3902.339,3902.339,0,3902.339
1/3/2023 20:30,3764.115,3764.115,0,3764.115
1/3/2023 21:00,3719.493,3719.493,0,3719.493
1/3/2023 21:30,2850.731,2850.731,0,2850.731
1/3/2023 22:00,2474.684,2474.684,0,2474.684
1/3/2023 22:30,1559.982,1559.982,0,1559.982
1/3/2023 23:00,1188.804,1188.804,0,1188.804
1/3/2023 23:30,730.891,730.891,0,730.891
2/3/2023 0:00,804.668,804.668,0,804.668
2/3/2023 0:30,1356.925,1356.925,0,1356.925
2/3/2023 1:00,1157.433,1157.433,0,1157.433
2/3/2023 1:30,581.973,581.973,0,581.973
2/3/2023 2:00,512.51,512.51,0,512.51
2/3/2023 2:30,526.68,526.68,0,526.68
2/3/2023 3:00,532.798,532.798,0,532.798
2/3/2023 3:30,514.908,514.908,0,514.908
2/3/2023 4:00,480.309,480.309,0,480.309
2/3/2023 4:30,468.164,468.164,0,468.164
2/3/2023 5:00,487.532,487.532,0,487.532
2/3/2023 5:30,430.832,430.832,0,430.832
2/3/2023 6:00,410.614,410.614,0,410.614
2/3/2023 6:30,494.609,494.609,0,494.609
2/3/2023 7:00,462.655,494.655,32,462.655
2/3/2023 7:30,430.87,544.961,114.091,430.87
2/3/2023 8:00,573.621,737.097,163.476,573.621
2/3/2023 8:30,404.506,837.284,432.778,404.506
2/3/2023 9:00,345.885,991.355,645.47,345.885
2/3/2023 9:30,580.813,1365.518,784.705,580.813
2/3/2023 10:00,2968.274,3647.313,679.039,2968.274
2/3/2023 10:30,2510.094,3595.058,1084.964,2510.094
2/3/2023 11:00,2645.772,3626.293,980.521,2645.772
2/3/2023 11:30,2243.46,3572.309,1328.849,2243.46
2/3/2023 12:00,2124.324,3484.515,1360.191,2124.324
2/3/2023 12:30,2597.107,3298.362,701.255,2597.107
2/3/2023 13:00,3062.678,3685.888,623.21,3062.678
2/3/2023 13:30,3759.148,3847.024,87.876,3759.148
2/3/2023 14:00,3469.222,3795.233,326.011,3469.222
2/3/2023 14:30,3399.48,3688.66,289.18,3399.48
2/3/2023 15:00,3201.794,3642.202,440.408,3201.794
2/3/2023 15:30,2435.831,3485.656,1049.825,2435.831
2/3/2023 16:00,3308.106,3718.452,410.346,3308.106
2/3/2023 16:30,3425.571,3819.648,394.077,3425.571
2/3/2023 17:00,3602.437,3804.095,201.658,3602.437
2/3/2023 17:30,3567.683,3765.771,198.088,3567.683
2/3/2023 18:00,3782.423,3860.971,78.548,3782.423
2/3/2023 18:30,4003.305,4007.574,4.269,4003.305
2/3/2023 19:00,4053.421,4053.421,0,4053.421
2/3/2023 19:30,3905.223,3905.223,0,3905.223
2/3/2023 20:00,3877.421,3877.421,0,3877.421
2/3/2023 20:30,3911.644,3911.644,0,3911.644
2/3/2023 21:00,3756.326,3756.326,0,3756.326
2/3/2023 21:30,2864.942,2864.942,0,2864.942
2/3/2023 22:00,2634.939,2634.939,0,2634.939
2/3/2023 22:30,1634.222,1634.222,0,1634.222
2/3/2023 23:00,1340.056,1340.056,0,1340.056
2/3/2023 23:30,1193.186,1193.186,0,1193.186
3/3/2023 0:00,1236.355,1236.355,0,1236.355
3/3/2023 0:30,1228.529,1228.529,0,1228.529
3/3/2023 1:00,1203.875,1203.875,0,1203.875
3/3/2023 1:30,646.238,646.238,0,646.238
3/3/2023 2:00,580.844,580.844,0,580.844
3/3/2023 2:30,565.372,565.372,0,565.372
3/3/2023 3:00,578.741,578.741,0,578.741
3/3/2023 3:30,621.467,621.467,0,621.467
3/3/2023 4:00,489.107,489.107,0,489.107
3/3/2023 4:30,490.582,490.582,0,490.582
3/3/2023 5:00,515.13,515.13,0,515.13
3/3/2023 5:30,437.527,437.527,0,437.527
3/3/2023 6:00,395.318,395.318,0,395.318
3/3/2023 6:30,415.579,415.579,0,415.579
3/3/2023 7:00,425.969,463.9,37.931,425.969
3/3/2023 7:30,313.95,453.283,139.333,313.95
3/3/2023 8:00,291.885,580.475,288.59,291.885
3/3/2023 8:30,297.71,740.42,442.71,297.71
3/3/2023 9:00,260.731,888.854,628.123,260.731
3/3/2023 9:30,973.437,1768.816,795.379,973.437
3/3/2023 10:00,2236.808,3218.742,981.934,2236.808
3/3/2023 10:30,2086.774,3263.276,1176.502,2086.774
3/3/2023 11:00,2429.983,3373.841,943.858,2429.983
3/3/2023 11:30,3098.075,3537.994,439.919,3098.075
3/3/2023 12:00,2735.57,3528.317,792.747,2735.57
3/3/2023 12:30,1813.891,2892.415,1078.524,1813.891
3/3/2023 13:00,2711.441,3548.89,837.449,2711.441
3/3/2023 13:30,2308.807,3478.281,1169.474,2308.807
3/3/2023 14:00,2975.055,3733.266,758.211,2975.055
3/3/2023 14:30,3053.694,3692.343,638.649,3053.694
3/3/2023 15:00,2678.784,3618.027,939.243,2678.784
3/3/2023 15:30,2743.43,3566.962,823.532,2743.43
3/3/2023 16:00,2946.039,3656.497,710.458,2946.039
3/3/2023 16:30,3241.491,3757.444,515.953,3241.491
3/3/2023 17:00,3481.038,3813.062,332.024,3481.038
3/3/2023 17:30,3627.415,3813.168,185.753,3627.415
3/3/2023 18:00,3781.272,3858.284,77.012,3781.272
3/3/2023 18:30,4070.231,4076.401,6.17,4070.231
3/3/2023 19:00,4017.577,4017.577,0,4017.577
3/3/2023 19:30,4038.952,4038.952,0,4038.952
3/3/2023 20:00,3925.2,3925.2,0,3925.2
3/3/2023 20:30,3874.17,3874.17,0,3874.17
3/3/2023 21:00,3046.568,3046.568,0,3046.568
3/3/2023 21:30,2824.523,2824.523,0,2824.523
3/3/2023 22:00,2570.034,2570.034,0,2570.034
3/3/2023 22:30,1659.317,1659.317,0,1659.317
3/3/2023 23:00,1218.06,1218.06,0,1218.06
3/3/2023 23:30,1185.288,1185.288,0,1185.288
4/3/2023 0:00,769.364,769.364,0,769.364
4/3/2023 0:30,617.947,617.947,0,617.947
4/3/2023 1:00,551.637,551.637,0,551.637
4/3/2023 1:30,534.589,534.589,0,534.589
4/3/2023 2:00,503.476,503.476,0,503.476
4/3/2023 2:30,523.315,523.315,0,523.315
4/3/2023 3:00,493.875,493.875,0,493.875
4/3/2023 3:30,504.841,504.841,0,504.841
4/3/2023 4:00,461.548,461.548,0,461.548
4/3/2023 4:30,453.647,453.647,0,453.647
4/3/2023 5:00,455.946,455.946,0,455.946
4/3/2023 5:30,435.546,435.546,0,435.546
4/3/2023 6:00,443.367,443.367,0,443.367
4/3/2023 6:30,437.969,437.969,0,437.969
4/3/2023 7:00,401.05,430.382,29.332,401.05
4/3/2023 7:30,291.415,426.347,134.932,291.415
4/3/2023 8:00,284.6,565.744,281.144,284.6
4/3/2023 8:30,432.752,681.659,248.907,432.752
4/3/2023 9:00,48.461,712.257,663.796,48.461
4/3/2023 9:30,62.712,905.56,842.848,62.712
