Curve_Robinson Lifestyle Ratchaphruek_20240610174304
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW)
2023-11-10 05:00:00,515.558,515.558,0
2023-11-10 05:30:00,419.115,419.115,0
2023-11-10 06:00:00,477.003,477.003,0
2023-11-10 06:30:00,459.739,469.481,9.742
2023-11-10 07:00:00,375.046,459.83,84.784
2023-11-10 07:30:00,217.281,417.737,200.456
2023-11-10 08:00:00,297.291,622.442,325.151
2023-11-10 08:30:00,240.982,726.867,485.885
2023-11-10 09:00:00,98.468,815.071,716.603
2023-11-10 09:30:00,388.881,1099.57,710.689
2023-11-10 10:00:00,212.845,1164.398,951.553
2023-11-10 10:30:00,828.201,2106.747,1278.546
2023-11-10 11:00:00,2367.259,3341.695,974.436
2023-11-10 11:30:00,3152.058,3663.717,511.659
2023-11-10 12:00:00,3754.803,4168.992,414.189
2023-11-10 12:30:00,2356.093,3907.651,1551.558
2023-11-10 13:00:00,3772.727,4195.386,422.659
2023-11-10 13:30:00,2735.307,3968.7,1233.393
2023-11-10 14:00:00,3856.156,4056.703,200.547
2023-11-10 14:30:00,2924.264,3881.282,957.018
2023-11-10 15:00:00,3899.986,4020.093,120.107
2023-11-10 15:30:00,3986.795,4099.486,112.691
2023-11-10 16:00:00,3866.808,3931.796,64.988
2023-11-10 16:30:00,3807.437,3877.378,69.941
2023-11-10 17:00:00,3972.936,4035.46,62.524
2023-11-10 17:30:00,4040.151,4055.168,15.017
2023-11-10 18:00:00,4176.338,4176.338,0
2023-11-10 18:30:00,4059.548,4059.548,0
2023-11-10 19:00:00,3971.032,3971.032,0
2023-11-10 19:30:00,3652.662,3652.662,0
2023-11-10 20:00:00,3736.329,3736.329,0
2023-11-10 20:30:00,3701.393,3701.393,0
2023-11-10 21:00:00,3515.065,3515.065,0
2023-11-10 21:30:00,2790.912,2790.912,0
2023-11-10 22:00:00,2433.469,2433.469,0
2023-11-10 22:30:00,1591.92,1591.92,0
2023-11-10 23:00:00,1319.822,1319.822,0
2023-11-10 23:30:00,776.528,776.528,0
2023-11-11 00:00:00,1271.423,1271.423,0
2023-11-11 00:30:00,1199.499,1199.499,0
2023-11-11 01:00:00,805.729,805.729,0
2023-11-11 01:30:00,625.299,625.299,0
2023-11-11 02:00:00,582.151,582.151,0
2023-11-11 02:30:00,560.643,560.643,0
2023-11-11 03:00:00,581.697,581.697,0
2023-11-11 03:30:00,590.29,590.29,0
2023-11-11 04:00:00,475.068,475.068,0
2023-11-11 04:30:00,460.279,460.279,0
2023-11-11 05:00:00,511.638,511.638,0
2023-11-11 05:30:00,469.168,469.168,0
2023-11-11 06:00:00,422.473,422.473,0
2023-11-11 06:30:00,474.585,485.286,10.701
2023-11-11 07:00:00,396.51,466.505,69.995
2023-11-11 07:30:00,342.178,488.998,146.82
2023-11-11 08:00:00,201.267,555.746,354.479
2023-11-11 08:30:00,416.37,788.909,372.539
2023-11-11 09:00:00,223.6,892.888,669.288
2023-11-11 09:30:00,1552.226,2204.084,651.858
2023-11-11 10:00:00,2384.073,3409.926,1025.853
2023-11-11 10:30:00,3061.724,3722.44,660.716
2023-11-11 11:00:00,2178.358,3491.221,1312.863
2023-11-11 11:30:00,2787.453,3772.101,984.648
2023-11-11 12:00:00,2693.015,3653.729,960.714
2023-11-11 12:30:00,3622.22,4075.909,453.689
2023-11-11 13:00:00,3717.613,4100.202,382.589
2023-11-11 13:30:00,3778.382,4192.168,413.786
2023-11-11 14:00:00,2942.353,3932.183,989.83
2023-11-11 14:30:00,3345.317,3934.522,589.205
2023-11-11 15:00:00,3000.663,3878.043,877.38
2023-11-11 15:30:00,3654.247,3927.51,273.263
2023-11-11 16:00:00,4002.329,4068.861,66.532
2023-11-11 16:30:00,3875.622,3953.722,78.1
2023-11-11 17:00:00,3830.473,4044.346,213.873
2023-11-11 17:30:00,4071.216,4122.81,51.594
2023-11-11 18:00:00,4211.658,4211.688,0.03
2023-11-11 18:30:00,4123.13,4123.13,0
2023-11-11 19:00:00,4229.932,4229.932,0
2023-11-11 19:30:00,3639.633,3639.633,0
2023-11-11 20:00:00,3798.82,3798.82,0
2023-11-11 20:30:00,3661.981,3661.981,0
2023-11-11 21:00:00,3495.371,3495.371,0
2023-11-11 21:30:00,2735.05,2735.05,0
2023-11-11 22:00:00,2462.606,2462.606,0
