Curve_Robinson Lifestyle Ratchaphruek_20240610174743,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/7/2023 0:00,--,0,0,0
1/7/2023 0:30,--,0,0,0
1/7/2023 1:00,--,0,0,0
1/7/2023 1:30,--,0,0,0
1/7/2023 2:00,--,0,0,0
1/7/2023 2:30,--,0,0,0
1/7/2023 3:00,--,0,0,0
1/7/2023 3:30,--,0,0,0
1/7/2023 4:00,--,0,0,0
1/7/2023 4:30,--,0,0,0
1/7/2023 5:00,--,0,0,0
1/7/2023 5:30,--,0,0,0
1/7/2023 6:00,--,0,0,0
1/7/2023 6:30,--,18.866,18.866,0
1/7/2023 7:00,--,62.674,62.674,0
1/7/2023 7:30,--,130.253,130.253,0
1/7/2023 8:00,--,194.914,194.914,0
1/7/2023 8:30,--,282.494,282.494,0
1/7/2023 9:00,--,377.157,377.157,0
1/7/2023 9:30,--,663.773,663.773,0
1/7/2023 10:00,--,1120.122,1120.122,0
1/7/2023 10:30,--,1258.401,1258.401,0
1/7/2023 11:00,--,1569.644,1569.644,0
1/7/2023 11:30,--,1450.903,1450.903,0
1/7/2023 12:00,--,1465.368,1465.368,0
1/7/2023 12:30,--,1550.048,1550.048,0
1/7/2023 13:00,--,497.067,497.067,0
1/7/2023 13:30,--,647.805,647.805,0
1/7/2023 14:00,--,381.233,381.233,0
1/7/2023 14:30,--,18.653,18.653,0
1/7/2023 15:00,--,35.222,35.222,0
1/7/2023 15:30,--,62.896,62.896,0
1/7/2023 16:00,--,87.821,87.821,0
1/7/2023 16:30,--,108.038,108.038,0
1/7/2023 17:00,--,184.063,184.063,0
1/7/2023 17:30,--,159.166,159.166,0
1/7/2023 18:00,--,113.775,113.775,0
1/7/2023 18:30,--,36.758,36.758,0
1/7/2023 19:00,--,9.034,9.034,0
1/7/2023 19:30,--,9.027,9.027,0
1/7/2023 20:00,--,0,0,0
1/7/2023 20:30,--,0,0,0
1/7/2023 21:00,--,0,0,0
1/7/2023 21:30,--,0,0,0
1/7/2023 22:00,--,0,0,0
1/7/2023 22:30,--,0,0,0
1/7/2023 23:00,--,0,0,0
1/7/2023 23:30,--,0,0,0
2/7/2023 0:00,--,0,0,0
2/7/2023 0:30,--,0,0,0
2/7/2023 1:00,--,0,0,0
2/7/2023 1:30,--,0,0,0
2/7/2023 2:00,--,0,0,0
2/7/2023 2:30,--,0,0,0
2/7/2023 3:00,--,0,0,0
2/7/2023 3:30,--,0,0,0
2/7/2023 4:00,--,0,0,0
2/7/2023 4:30,--,0,0,0
