Curve_Robinson Lifestyle Ratchaphruek_20240610174322,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/10/2023 0:00,815.61,815.61,0,815.61
1/10/2023 0:30,877.038,877.038,0,877.038
1/10/2023 1:00,622.103,622.103,0,622.103
1/10/2023 1:30,457.184,457.184,0,457.184
1/10/2023 2:00,408.308,408.308,0,408.308
1/10/2023 2:30,426.625,426.625,0,426.625
1/10/2023 3:00,418.645,418.645,0,418.645
1/10/2023 3:30,409.758,409.758,0,409.758
1/10/2023 4:00,391.025,391.025,0,391.025
1/10/2023 4:30,354.813,354.813,0,354.813
1/10/2023 5:00,348.573,348.573,0,348.573
1/10/2023 5:30,353.519,353.519,0,353.519
1/10/2023 6:00,321.533,321.533,0,321.533
1/10/2023 6:30,350.738,360.875,10.137,350.738
1/10/2023 7:00,266.869,348.232,81.363,266.869
1/10/2023 7:30,130.284,352.883,222.599,130.284
1/10/2023 8:00,-394.315,482.643,876.958,-394.315
1/10/2023 8:30,-279.56,680.883,960.443,-279.56
1/10/2023 9:00,-73.851,861.444,935.295,-73.851
1/10/2023 9:30,879.666,1808.554,928.888,879.666
1/10/2023 10:00,1961.215,2932.325,971.11,1961.215
1/10/2023 10:30,1961.07,3076.118,1115.048,1961.07
1/10/2023 11:00,2005.491,3086.956,1081.465,2005.491
1/10/2023 11:30,2139.927,3028.766,888.839,2139.927
1/10/2023 12:00,2437.998,3143.366,705.368,2437.998
1/10/2023 12:30,2635.235,3324.588,689.353,2635.235
1/10/2023 13:00,2253.621,3237.595,983.974,2253.621
1/10/2023 13:30,2682.798,3337.893,655.095,2682.798
1/10/2023 14:00,2724.567,3315.027,590.46,2724.567
1/10/2023 14:30,2622.897,3229.526,606.629,2622.897
1/10/2023 15:00,2226.899,3294.956,1068.057,2226.899
1/10/2023 15:30,2407.917,3339.069,931.152,2407.917
1/10/2023 16:00,2597.922,3419.41,821.488,2597.922
1/10/2023 16:30,2678.233,3327.386,649.153,2678.233
1/10/2023 17:00,2937.505,3338.011,400.506,2937.505
1/10/2023 17:30,3068.297,3302.358,234.061,3068.297
1/10/2023 18:00,3365.236,3393.627,28.391,3365.236
1/10/2023 18:30,3339.782,3339.782,0,3339.782
1/10/2023 19:00,3353.581,3353.581,0,3353.581
1/10/2023 19:30,3029.525,3029.525,0,3029.525
1/10/2023 20:00,2956.324,2956.324,0,2956.324
1/10/2023 20:30,2938.935,2938.935,0,2938.935
1/10/2023 21:00,2825.866,2825.866,0,2825.866
1/10/2023 21:30,2130.599,2130.599,0,2130.599
1/10/2023 22:00,1876.375,1876.375,0,1876.375
1/10/2023 22:30,1094.814,1094.814,0,1094.814
1/10/2023 23:00,862.97,862.97,0,862.97
1/10/2023 23:30,774.824,774.824,0,774.824
2/10/2023 0:00,593.994,593.994,0,593.994
2/10/2023 0:30,415.41,415.41,0,415.41
2/10/2023 1:00,404.378,404.378,0,404.378
2/10/2023 1:30,414.33,414.33,0,414.33
2/10/2023 2:00,376.945,376.945,0,376.945
2/10/2023 2:30,361.392,361.392,0,361.392
2/10/2023 3:00,366.476,366.476,0,366.476
2/10/2023 3:30,371.75,371.75,0,371.75
2/10/2023 4:00,349.73,349.73,0,349.73
2/10/2023 4:30,326.985,326.985,0,326.985
2/10/2023 5:00,331.907,331.907,0,331.907
2/10/2023 5:30,322.263,322.263,0,322.263
2/10/2023 6:00,332.818,332.818,0,332.818
2/10/2023 6:30,363.288,383.69,20.402,363.288
2/10/2023 7:00,308.717,387.834,79.117,308.717
2/10/2023 7:30,169.093,390.07,220.977,169.093
2/10/2023 8:00,234.363,515.847,281.484,234.363
2/10/2023 8:30,266.564,667.839,401.275,266.564
2/10/2023 9:00,167.274,791.095,623.821,167.274
2/10/2023 9:30,7.3,936.402,929.102,7.3
2/10/2023 10:00,167.882,1055.64,887.758,167.882
2/10/2023 10:30,254.306,1315.06,1060.754,254.306
2/10/2023 11:00,1693.652,2911.686,1218.034,1693.652
2/10/2023 11:30,1869.021,3037.634,1168.613,1869.021
2/10/2023 12:00,2194.305,3043.188,848.883,2194.305
2/10/2023 12:30,2039.543,2989.71,950.167,2039.543
2/10/2023 13:00,1810.989,3000.851,1189.862,1810.989
2/10/2023 13:30,2434.328,3354.933,920.605,2434.328
2/10/2023 14:00,1918.529,3104.601,1186.072,1918.529
2/10/2023 14:30,2073.586,3082.802,1009.216,2073.586
2/10/2023 15:00,2448.654,2994.661,546.007,2448.654
2/10/2023 15:30,2782.386,3197.684,415.298,2782.386
2/10/2023 16:00,2829.97,3128.207,298.237,2829.97
2/10/2023 16:30,2791.37,3108.243,316.873,2791.37
2/10/2023 17:00,2975.749,3116.59,140.841,2975.749
2/10/2023 17:30,2997.127,3049.808,52.681,2997.127
2/10/2023 18:00,3110.567,3121.095,10.528,3110.567
2/10/2023 18:30,2872.986,2872.986,0,2872.986
2/10/2023 19:00,2973.65,2973.65,0,2973.65
2/10/2023 19:30,2981.074,2981.074,0,2981.074
2/10/2023 20:00,2938.13,2938.13,0,2938.13
2/10/2023 20:30,2901.267,2901.267,0,2901.267
2/10/2023 21:00,2233.854,2233.854,0,2233.854
2/10/2023 21:30,2041.566,2041.566,0,2041.566
2/10/2023 22:00,1839.177,1839.177,0,1839.177
2/10/2023 22:30,1123.239,1123.239,0,1123.239
2/10/2023 23:00,1120.488,1120.488,0,1120.488
2/10/2023 23:30,824.01,824.01,0,824.01
3/10/2023 0:00,522.388,522.388,0,522.388
3/10/2023 0:30,478.973,478.973,0,478.973
3/10/2023 1:00,454.744,454.744,0,454.744
3/10/2023 1:30,443.858,443.858,0,443.858
3/10/2023 2:00,412.398,412.398,0,412.398
3/10/2023 2:30,402.308,402.308,0,402.308
3/10/2023 3:00,413.734,413.734,0,413.734
3/10/2023 3:30,406.669,406.669,0,406.669
3/10/2023 4:00,330.801,330.801,0,330.801
3/10/2023 4:30,335.254,335.254,0,335.254
3/10/2023 5:00,345.194,345.194,0,345.194
3/10/2023 5:30,344.011,344.011,0,344.011
3/10/2023 6:00,296.041,296.041,0,296.041
3/10/2023 6:30,314.933,329.96,15.027,314.933
3/10/2023 7:00,253.056,351.64,98.584,253.056
3/10/2023 7:30,79.075,355.631,276.556,79.075
3/10/2023 8:00,-24.744,534.633,559.377,-24.744
3/10/2023 8:30,215.298,646.25,430.952,215.298
3/10/2023 9:00,-376.494,709.922,1086.416,-376.494
3/10/2023 9:30,-295.288,894.768,1190.056,-295.288
3/10/2023 10:00,52.506,999.94,947.434,52.506
3/10/2023 10:30,132.065,1331.942,1199.877,132.065
3/10/2023 11:00,1733.686,2909.316,1175.63,1733.686
3/10/2023 11:30,1921.314,3052.281,1130.967,1921.314
3/10/2023 12:00,1756.395,2971.38,1214.985,1756.395
3/10/2023 12:30,1772.881,3277.516,1504.635,1772.881
3/10/2023 13:00,2206.26,3355.082,1148.822,2206.26
3/10/2023 13:30,2208.953,3227.419,1018.466,2208.953
3/10/2023 14:00,2050.065,3254.539,1204.474,2050.065
3/10/2023 14:30,1918.811,3141.467,1222.656,1918.811
3/10/2023 15:00,2072.603,3103.893,1031.29,2072.603
3/10/2023 15:30,2520.539,3077.578,557.039,2520.539
3/10/2023 16:00,3048.245,3163.465,115.22,3048.245
3/10/2023 16:30,3109.21,3143.68,34.47,3109.21
3/10/2023 17:00,3128.37,3130.568,2.198,3128.37
3/10/2023 17:30,3217.481,3217.481,0,3217.481
3/10/2023 18:00,3345.488,3345.488,0,3345.488
3/10/2023 18:30,2799.635,2799.635,0,2799.635
3/10/2023 19:00,2988.223,2988.223,0,2988.223
3/10/2023 19:30,2975.821,2975.821,0,2975.821
3/10/2023 20:00,2954.666,2954.666,0,2954.666
3/10/2023 20:30,2732.574,2732.574,0,2732.574
3/10/2023 21:00,2699.138,2699.138,0,2699.138
