Curve_Robinson Lifestyle Ratchaphruek_20240610174226,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/12/2023 0:00,1132.769,1132.769,0,1132.769
1/12/2023 0:30,707.757,707.757,0,707.757
1/12/2023 1:00,568.402,568.402,0,568.402
1/12/2023 1:30,561.387,561.387,0,561.387
1/12/2023 2:00,513.253,513.253,0,513.253
1/12/2023 2:30,482.56,482.56,0,482.56
1/12/2023 3:00,482.629,482.629,0,482.629
1/12/2023 3:30,478.392,478.392,0,478.392
1/12/2023 4:00,442.41,442.41,0,442.41
1/12/2023 4:30,455.448,455.448,0,455.448
1/12/2023 5:00,452.163,452.163,0,452.163
1/12/2023 5:30,437.733,437.733,0,437.733
1/12/2023 6:00,475.974,475.974,0,475.974
1/12/2023 6:30,483.166,484.635,1.469,483.166
1/12/2023 7:00,393.788,460.71,66.922,393.788
1/12/2023 7:30,308,428.056,120.056,308
1/12/2023 8:00,84.043,522.429,438.386,84.043
1/12/2023 8:30,161.805,666.794,504.989,161.805
1/12/2023 9:00,553.272,989.894,436.622,553.272
1/12/2023 9:30,698.892,1157.825,458.933,698.892
1/12/2023 10:00,591.292,1219.885,628.593,591.292
1/12/2023 10:30,169.574,1381.886,1212.312,169.574
1/12/2023 11:00,2153.852,3351.12,1197.268,2153.852
1/12/2023 11:30,3056.029,3637.667,581.638,3056.029
1/12/2023 12:00,2375.627,3459.591,1083.964,2375.627
1/12/2023 12:30,2902.975,3515.115,612.14,2902.975
1/12/2023 13:00,2816.213,3456.193,639.98,2816.213
1/12/2023 13:30,2415.974,3512.832,1096.858,2415.974
1/12/2023 14:00,1774.592,3210.176,1435.584,1774.592
1/12/2023 14:30,3029.581,3572.548,542.967,3029.581
1/12/2023 15:00,3489.183,3964.18,474.997,3489.183
1/12/2023 15:30,3224.765,3816.712,591.947,3224.765
1/12/2023 16:00,3217.715,3832.479,614.764,3217.715
1/12/2023 16:30,3475.564,3823.856,348.292,3475.564
1/12/2023 17:00,3778.301,3934.563,156.262,3778.301
1/12/2023 17:30,3740.854,3781.694,40.84,3740.854
1/12/2023 18:00,3999.249,3999.271,0.022,3999.249
1/12/2023 18:30,3970.714,3970.714,0,3970.714
1/12/2023 19:00,3981.897,3981.897,0,3981.897
1/12/2023 19:30,3752.51,3752.51,0,3752.51
1/12/2023 20:00,3750.535,3750.535,0,3750.535
1/12/2023 20:30,3649.436,3649.436,0,3649.436
1/12/2023 21:00,3601.689,3601.689,0,3601.689
1/12/2023 21:30,2762.431,2762.431,0,2762.431
1/12/2023 22:00,2440.28,2440.28,0,2440.28
1/12/2023 22:30,1539.557,1539.557,0,1539.557
1/12/2023 23:00,1379.319,1379.319,0,1379.319
1/12/2023 23:30,1276.942,1276.942,0,1276.942
2/12/2023 0:00,1364.671,1364.671,0,1364.671
2/12/2023 0:30,1321.92,1321.92,0,1321.92
2/12/2023 1:00,1159.195,1159.195,0,1159.195
2/12/2023 1:30,719.993,719.993,0,719.993
2/12/2023 2:00,644.496,644.496,0,644.496
2/12/2023 2:30,545.016,545.016,0,545.016
2/12/2023 3:00,554.344,554.344,0,554.344
2/12/2023 3:30,543.716,543.716,0,543.716
2/12/2023 4:00,451.57,451.57,0,451.57
2/12/2023 4:30,446.56,446.56,0,446.56
2/12/2023 5:00,456.273,456.273,0,456.273
2/12/2023 5:30,435.543,435.543,0,435.543
2/12/2023 6:00,391.088,391.088,0,391.088
2/12/2023 6:30,452.082,452.591,0.509,452.082
2/12/2023 7:00,392.032,458.921,66.889,392.032
2/12/2023 7:30,369.419,535.525,166.106,369.419
2/12/2023 8:00,388.813,718.775,329.962,388.813
2/12/2023 8:30,418.956,823.942,404.986,418.956
2/12/2023 9:00,421.171,944.335,523.164,421.171
2/12/2023 9:30,1116.367,1811.54,695.173,1116.367
2/12/2023 10:00,2482.335,3377.958,895.623,2482.335
2/12/2023 10:30,2221.59,3453.622,1232.032,2221.59
2/12/2023 11:00,2733.681,3677.487,943.806,2733.681
2/12/2023 11:30,2185.755,3494.189,1308.434,2185.755
2/12/2023 12:00,2359.232,3558.697,1199.465,2359.232
2/12/2023 12:30,3105.714,4188.092,1082.378,3105.714
2/12/2023 13:00,2720.354,3745.978,1025.624,2720.354
2/12/2023 13:30,3233.392,3938.016,704.624,3233.392
2/12/2023 14:00,3522.537,3959.607,437.07,3522.537
2/12/2023 14:30,3420.72,3888.424,467.704,3420.72
2/12/2023 15:00,2804.388,3761.196,956.808,2804.388
2/12/2023 15:30,2999.04,3643.109,644.069,2999.04
2/12/2023 16:00,3427.626,3876.198,448.572,3427.626
2/12/2023 16:30,3512.02,3932.515,420.495,3512.02
2/12/2023 17:00,3797.293,3978.956,181.663,3797.293
2/12/2023 17:30,3887.423,3943.82,56.397,3887.423
2/12/2023 18:00,4091.025,4093.389,2.364,4091.025
2/12/2023 18:30,4019.224,4019.224,0,4019.224
2/12/2023 19:00,4078.309,4078.309,0,4078.309
2/12/2023 19:30,3672.391,3672.391,0,3672.391
2/12/2023 20:00,3788.893,3788.893,0,3788.893
2/12/2023 20:30,3725.915,3725.915,0,3725.915
2/12/2023 21:00,3619.316,3619.316,0,3619.316
2/12/2023 21:30,3344.007,3344.007,0,3344.007
2/12/2023 22:00,2707.251,2707.251,0,2707.251
2/12/2023 22:30,1266.505,1266.505,0,1266.505
2/12/2023 23:00,1238.646,1238.646,0,1238.646
2/12/2023 23:30,1122.116,1122.116,0,1122.116
3/12/2023 0:00,1131.741,1131.741,0,1131.741
3/12/2023 0:30,1105.79,1105.79,0,1105.79
3/12/2023 1:00,1074.412,1074.412,0,1074.412
3/12/2023 1:30,658.416,658.416,0,658.416
3/12/2023 2:00,597.868,597.868,0,597.868
3/12/2023 2:30,605.081,605.081,0,605.081
3/12/2023 3:00,490.477,490.477,0,490.477
3/12/2023 3:30,466.313,466.313,0,466.313
3/12/2023 4:00,429.51,429.51,0,429.51
3/12/2023 4:30,437.019,437.019,0,437.019
3/12/2023 5:00,431.692,431.692,0,431.692
3/12/2023 5:30,408.556,408.556,0,408.556
3/12/2023 6:00,370.927,370.927,0,370.927
3/12/2023 6:30,394.52,395.501,0.981,394.52
3/12/2023 7:00,373.913,429.995,56.082,373.913
3/12/2023 7:30,302.42,482.685,180.265,302.42
3/12/2023 8:00,337.841,587.559,249.718,337.841
3/12/2023 8:30,451.981,764.858,312.877,451.981
3/12/2023 9:00,-34.998,856.738,891.736,-34.998
3/12/2023 9:30,1560.356,2443.175,882.819,1560.356
3/12/2023 10:00,2443.876,3339.62,895.744,2443.876
3/12/2023 10:30,2463.271,3635.127,1171.856,2463.271
3/12/2023 11:00,2284.931,3493.592,1208.661,2284.931
3/12/2023 11:30,2449.287,3586.42,1137.133,2449.287
3/12/2023 12:00,2244.278,3540.145,1295.867,2244.278
3/12/2023 12:30,2445.513,3756.836,1311.323,2445.513
3/12/2023 13:00,2561.172,3771.163,1209.991,2561.172
3/12/2023 13:30,2731.131,3870.642,1139.511,2731.131
3/12/2023 14:00,2860.131,3981.221,1121.09,2860.131
3/12/2023 14:30,3473.608,3961.224,487.616,3473.608
3/12/2023 15:00,3318.634,3881.222,562.588,3318.634
3/12/2023 15:30,3579.952,3940.628,360.676,3579.952
3/12/2023 16:00,3795.421,4105.257,309.836,3795.421
3/12/2023 16:30,3821.859,3936.649,114.79,3821.859
3/12/2023 17:00,3967.083,4015.738,48.655,3967.083
3/12/2023 17:30,3994.932,4012.56,17.628,3994.932
3/12/2023 18:00,4130.5,4130.5,0,4130.5
3/12/2023 18:30,4071.881,4071.881,0,4071.881
3/12/2023 19:00,3667.151,3667.151,0,3667.151
3/12/2023 19:30,3922.263,3922.263,0,3922.263
3/12/2023 20:00,3764.806,3764.806,0,3764.806
3/12/2023 20:30,3684.679,3684.679,0,3684.679
3/12/2023 21:00,3611.832,3611.832,0,3611.832
3/12/2023 21:30,2557.686,2557.686,0,2557.686
3/12/2023 22:00,2275.52,2275.52,0,2275.52
3/12/2023 22:30,1352.04,1352.04,0,1352.04
3/12/2023 23:00,1265.94,1265.94,0,1265.94
3/12/2023 23:30,1049.295,1049.295,0,1049.295
4/12/2023 0:00,1140.216,1140.216,0,1140.216
4/12/2023 0:30,563.891,563.891,0,563.891
4/12/2023 1:00,550.01,550.01,0,550.01
4/12/2023 1:30,530.667,530.667,0,530.667
4/12/2023 2:00,497.27,497.27,0,497.27
4/12/2023 2:30,498.307,498.307,0,498.307
4/12/2023 3:00,500.148,500.148,0,500.148
4/12/2023 3:30,464.024,464.024,0,464.024
4/12/2023 4:00,467.475,467.475,0,467.475
4/12/2023 4:30,443.88,443.88,0,443.88
4/12/2023 5:00,447.753,447.753,0,447.753
4/12/2023 5:30,401.701,401.701,0,401.701
4/12/2023 6:00,428.945,428.945,0,428.945
4/12/2023 6:30,491.399,491.653,0.254,491.399
4/12/2023 7:00,450.754,485.329,34.575,450.754
4/12/2023 7:30,388.998,457.943,68.945,388.998
4/12/2023 8:00,482.252,609.645,127.393,482.252
4/12/2023 8:30,-12.923,571.185,584.108,-12.923
4/12/2023 9:00,129.512,801.332,671.82,129.512
4/12/2023 9:30,813.59,1099.857,286.267,813.59
4/12/2023 10:00,34.669,1087.077,1052.408,34.669
4/12/2023 10:30,2044.811,2455.618,410.807,2044.811
4/12/2023 11:00,1988.259,3380.763,1392.504,1988.259
4/12/2023 11:30,1998.927,3461.61,1462.683,1998.927
4/12/2023 12:00,1827.752,3316.43,1488.678,1827.752
4/12/2023 12:30,2506.387,3483.87,977.483,2506.387
4/12/2023 13:00,2101.798,3404.739,1302.941,2101.798
4/12/2023 13:30,2039.716,3403.73,1364.014,2039.716
4/12/2023 14:00,3277.768,3801.826,524.058,3277.768
4/12/2023 14:30,2276.272,3382.514,1106.242,2276.272
4/12/2023 15:00,3349.756,3572.032,222.276,3349.756
4/12/2023 15:30,3301.107,3587.972,286.865,3301.107
4/12/2023 16:00,3220.218,3723.08,502.862,3220.218
4/12/2023 16:30,3588.754,3778.762,190.008,3588.754
4/12/2023 17:00,3707.183,3810.863,103.68,3707.183
4/12/2023 17:30,3860.349,3889.975,29.626,3860.349
4/12/2023 18:00,3956.303,3956.33,0.027,3956.303
4/12/2023 18:30,3928.106,3928.106,0,3928.106
4/12/2023 19:00,3987.776,3987.776,0,3987.776
4/12/2023 19:30,3672.414,3672.414,0,3672.414
4/12/2023 20:00,3673.777,3673.777,0,3673.777
4/12/2023 20:30,3060.204,3060.204,0,3060.204
4/12/2023 21:00,3635.984,3635.984,0,3635.984
4/12/2023 21:30,2713.543,2713.543,0,2713.543
4/12/2023 22:00,2282.265,2282.265,0,2282.265
4/12/2023 22:30,1440.471,1440.471,0,1440.471
4/12/2023 23:00,1202.533,1202.533,0,1202.533
4/12/2023 23:30,1155.95,1155.95,0,1155.95
5/12/2023 0:00,1239.849,1239.849,0,1239.849
5/12/2023 0:30,785.201,785.201,0,785.201
5/12/2023 1:00,654.135,654.135,0,654.135
5/12/2023 1:30,667.012,667.012,0,667.012
