Curve_Robinson Lifestyle Ratchaphruek_20240610174150,,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW),
1/2/2023 0:00,1067.383,1067.383,0,1067.383
1/2/2023 0:30,593.32,593.32,0,593.32
1/2/2023 1:00,598.6,598.6,0,598.6
1/2/2023 1:30,565.615,565.615,0,565.615
1/2/2023 2:00,543.247,543.247,0,543.247
1/2/2023 2:30,529.675,529.675,0,529.675
1/2/2023 3:00,519.206,519.206,0,519.206
1/2/2023 3:30,527.881,527.881,0,527.881
1/2/2023 4:00,467.519,467.519,0,467.519
1/2/2023 4:30,485.089,485.089,0,485.089
1/2/2023 5:00,476.45,476.45,0,476.45
1/2/2023 5:30,458.765,458.765,0,458.765
1/2/2023 6:00,452.86,452.86,0,452.86
1/2/2023 6:30,484.941,484.941,0,484.941
1/2/2023 7:00,446.149,465.561,19.412,446.149
1/2/2023 7:30,388.392,474.372,85.98,388.392
1/2/2023 8:00,366.382,566.829,200.447,366.382
1/2/2023 8:30,254.329,613.198,358.869,254.329
1/2/2023 9:00,216.071,748.338,532.267,216.071
1/2/2023 9:30,491.828,994.798,502.97,491.828
1/2/2023 10:00,228.003,946.461,718.458,228.003
1/2/2023 10:30,689.449,1637.471,948.022,689.449
1/2/2023 11:00,1842.135,2972.087,1129.952,1842.135
1/2/2023 11:30,1989.242,3160.273,1171.031,1989.242
1/2/2023 12:00,2770.212,3354.039,583.827,2770.212
1/2/2023 12:30,2555.509,3275.025,719.516,2555.509
1/2/2023 13:00,2342.28,3258.181,915.901,2342.28
1/2/2023 13:30,2976.223,3428.398,452.175,2976.223
1/2/2023 14:00,2164.912,3251.162,1086.25,2164.912
1/2/2023 14:30,2169.749,3288.854,1119.105,2169.749
1/2/2023 15:00,2238.81,3269.931,1031.121,2238.81
1/2/2023 15:30,2977.705,3450.19,472.485,2977.705
1/2/2023 16:00,2909.008,3507.171,598.163,2909.008
1/2/2023 16:30,2957.973,3439.015,481.042,2957.973
1/2/2023 17:00,3186.249,3485.823,299.574,3186.249
1/2/2023 17:30,3350.93,3501.969,151.039,3350.93
1/2/2023 18:00,3584.379,3627.931,43.552,3584.379
1/2/2023 18:30,3759.027,3759.424,0.397,3759.027
1/2/2023 19:00,3756.308,3756.308,0,3756.308
1/2/2023 19:30,3797.708,3797.708,0,3797.708
1/2/2023 20:00,3583.489,3583.489,0,3583.489
1/2/2023 20:30,3594.702,3594.702,0,3594.702
1/2/2023 21:00,3426.436,3426.436,0,3426.436
1/2/2023 21:30,2573.746,2573.746,0,2573.746
1/2/2023 22:00,2246.65,2246.65,0,2246.65
1/2/2023 22:30,1402.767,1402.767,0,1402.767
1/2/2023 23:00,1275.422,1275.422,0,1275.422
1/2/2023 23:30,1164.427,1164.427,0,1164.427
2/2/2023 0:00,1077.914,1077.914,0,1077.914
2/2/2023 0:30,581.887,581.887,0,581.887
2/2/2023 1:00,571.876,571.876,0,571.876
2/2/2023 1:30,531.707,531.707,0,531.707
2/2/2023 2:00,530.569,530.569,0,530.569
2/2/2023 2:30,557.863,557.863,0,557.863
2/2/2023 3:00,530.269,530.269,0,530.269
2/2/2023 3:30,520.975,520.975,0,520.975
2/2/2023 4:00,478.678,478.678,0,478.678
2/2/2023 4:30,491.878,491.878,0,491.878
2/2/2023 5:00,480.726,480.726,0,480.726
2/2/2023 5:30,465.667,465.667,0,465.667
2/2/2023 6:00,482.281,482.281,0,482.281
2/2/2023 6:30,520.932,520.932,0,520.932
2/2/2023 7:00,518.021,534.504,16.483,518.021
2/2/2023 7:30,381.316,474.714,93.398,381.316
2/2/2023 8:00,495.916,704.625,208.709,495.916
2/2/2023 8:30,390.643,757.444,366.801,390.643
2/2/2023 9:00,445.136,967.847,522.711,445.136
2/2/2023 9:30,422.438,1082.927,660.489,422.438
2/2/2023 10:00,104.674,1036.933,932.259,104.674
2/2/2023 10:30,459.136,1536.315,1077.179,459.136
2/2/2023 11:00,1929.547,2837.301,907.754,1929.547
2/2/2023 11:30,2486.311,3367.493,881.182,2486.311
2/2/2023 12:00,1884.247,3187.567,1303.32,1884.247
2/2/2023 12:30,2012.33,3292.952,1280.622,2012.33
2/2/2023 13:00,2428.272,3322.354,894.082,2428.272
2/2/2023 13:30,2059.835,3302.666,1242.831,2059.835
2/2/2023 14:00,1936.683,3164.913,1228.23,1936.683
2/2/2023 14:30,2835.355,3386.487,551.132,2835.355
2/2/2023 15:00,2316.692,3219.443,902.751,2316.692
2/2/2023 15:30,2710.426,3312.828,602.402,2710.426
2/2/2023 16:00,2804.365,3369.066,564.701,2804.365
2/2/2023 16:30,2946.238,3432.944,486.706,2946.238
2/2/2023 17:00,3128.651,3425.254,296.603,3128.651
2/2/2023 17:30,3335.226,3472.291,137.065,3335.226
2/2/2023 18:00,3609.531,3648.805,39.274,3609.531
2/2/2023 18:30,3650.665,3650.674,0.009,3650.665
2/2/2023 19:00,3835.639,3835.639,0,3835.639
2/2/2023 19:30,3719.293,3719.293,0,3719.293
2/2/2023 20:00,3650.484,3650.484,0,3650.484
2/2/2023 20:30,3690.692,3690.692,0,3690.692
2/2/2023 21:00,3529.985,3529.985,0,3529.985
2/2/2023 21:30,2510.227,2510.227,0,2510.227
2/2/2023 22:00,2231.425,2231.425,0,2231.425
2/2/2023 22:30,1354.068,1354.068,0,1354.068
2/2/2023 23:00,1269.172,1269.172,0,1269.172
2/2/2023 23:30,1237.161,1237.161,0,1237.161
3/2/2023 0:00,1205.334,1205.334,0,1205.334
3/2/2023 0:30,1110.805,1110.805,0,1110.805
3/2/2023 1:00,1107.358,1107.358,0,1107.358
3/2/2023 1:30,727.116,727.116,0,727.116
3/2/2023 2:00,536.826,536.826,0,536.826
3/2/2023 2:30,555.336,555.336,0,555.336
3/2/2023 3:00,570.564,570.564,0,570.564
3/2/2023 3:30,539.692,539.692,0,539.692
3/2/2023 4:00,448.492,448.492,0,448.492
