Curve_Robinson Lifestyle Ratchaphruek_20240610174044,,,
Time,Meter2(52757)/Meter Active Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Load Power(kW),Robinson Lifestyle Ratchaphruek(00027)/Plant Power(kW)
11/5/2023 6:30,351.087,407.212,56.125
11/5/2023 7:00,306.741,440.684,133.943
11/5/2023 7:30,291.82,480.13,188.31
11/5/2023 8:00,383.667,658.937,275.27
11/5/2023 8:30,431.116,846.831,415.715
11/5/2023 9:00,368.342,921.438,553.096
11/5/2023 9:30,1287.619,2073.008,785.389
11/5/2023 10:00,2567.077,3900.502,1333.425
11/5/2023 10:30,2723.902,3952.005,1228.103
11/5/2023 11:00,2096.13,3605.03,1508.9
11/5/2023 11:30,2929.056,3710.807,781.751
11/5/2023 12:00,3625.613,3859.797,234.184
11/5/2023 12:30,3508.172,3638.666,130.494
11/5/2023 13:00,3578.691,3697.042,118.351
11/5/2023 13:30,3630.247,3778.883,148.636
11/5/2023 14:00,3390.265,3638.019,247.754
11/5/2023 14:30,3101.696,3550.84,449.144
11/5/2023 15:00,2064.826,3349.514,1284.688
11/5/2023 15:30,2298.494,3444.397,1145.903
11/5/2023 16:00,2991.819,3610.365,618.546
11/5/2023 16:30,3017.242,3624.221,606.979
11/5/2023 17:00,3578.935,3745.364,166.429
11/5/2023 17:30,3706.13,3794.042,87.912
11/5/2023 18:00,3782.094,3842.202,60.108
11/5/2023 18:30,3899.051,3913.004,13.953
11/5/2023 19:00,3954.437,3954.437,0
11/5/2023 19:30,3916.312,3916.312,0
11/5/2023 20:00,3814.258,3814.258,0
11/5/2023 20:30,3665.713,3665.713,0
11/5/2023 21:00,3516.785,3516.785,0
11/5/2023 21:30,2831.211,2831.211,0
11/5/2023 22:00,2488.713,2488.713,0
11/5/2023 22:30,1254.478,1254.478,0
11/5/2023 23:00,724.64,724.64,0
11/5/2023 23:30,701.446,701.446,0
12/5/2023 0:00,1306.638,1306.638,0
12/5/2023 0:30,729.006,729.006,0
12/5/2023 1:00,746.171,746.171,0
12/5/2023 1:30,567.231,567.231,0
12/5/2023 2:00,505.716,505.716,0
12/5/2023 2:30,502.967,502.967,0
12/5/2023 3:00,489.163,489.163,0
12/5/2023 3:30,501.759,501.759,0
12/5/2023 4:00,446.638,446.638,0
12/5/2023 4:30,426.583,426.583,0
12/5/2023 5:00,448.122,448.122,0
12/5/2023 5:30,425.673,425.673,0
